price,bed,bath,acre_lot,city,zip_code,house_size,sold_date,county,cluster
259900,3,1,0.26,Springfield,1129,1103,20/11/1986,Hampden,pink
299000,3,2,0.14,Springfield,1151,1799,14/12/2021,Hampden,pink
315000,4,2,0.23,Ludlow,1056,1420,21/09/1988,Hampden,pink
339900,3,2,0.5,Springfield,1128,1520,20/02/1985,Hampden,pink
269900,3,1,0.73,Palmer,1069,1250,12/06/1987,Hampden,pink
435000,4,3,0.22,Springfield,1118,2734,28/01/2013,Hampden,pink
279900,4,2,0.18,Springfield,1119,1596,16/09/2005,Hampden,pink
219900,3,1,0.17,Springfield,1109,1085,21/01/2022,Hampden,pink
465000,4,4,5.29,Wilbraham,1095,5042,18/06/2009,Hampden,dark purple
199000,1,1,1.63,Wilbraham,1095,996,04/11/1996,Hampden,pink
130000,2,1,0.11,Springfield,1119,744,25/02/1999,Hampden,pink
999900,5,6,8,Monson,1057,6900,24/07/2017,Hampden,dark purple
279900,5,3,0.12,Springfield,1119,1782,28/09/2010,Hampden,pink
269900,3,2,0.11,Springfield,1108,1542,10/10/2003,Hampden,pink
265000,3,2,0.23,Springfield,1118,1369,23/05/1996,Hampden,pink
