price,bed,bath,acre_lot,city,zip_code,house_size,sold_date,county,cluster
629900,5,4,0.44,Fitchburg,1420,4666,01/02/1999,Worcester,dark purple
434900,3,2,0.51,Fitchburg,1420,1844,24/05/1990,Worcester,pink
475000,3,2,1.02,Pepperell,1463,2030,27/02/1984,Middlesex,pink
550000,3,2,0.33,Bolton,1740,2096,23/06/2006,Worcester,pink
499900,5,2,0.61,Townsend,1469,2132,22/07/1986,Middlesex,pink
649999,4,2,1.6,Marlborough,1752,3529,07/09/1988,Middlesex,pink
695000,4,3,3.58,Bolton,1740,2670,16/12/2005,Worcester,pink
850000,5,3,3.39,Dunstable,1827,3471,30/06/2004,Middlesex,dark purple
675000,4,2,0.74,Westford,1886,1836,21/10/1993,Middlesex,pink
699000,4,3,1.5,Bolton,1740,2260,31/05/1977,Worcester,pink
499900,4,3,0.07,Lowell,1850,2118,31/12/2003,Middlesex,pink
485000,3,2,0.5,Westford,1886,1647,22/09/1961,Middlesex,pink
699000,3,3,1.5,Marlborough,1752,2694,21/07/1997,Middlesex,pink
489900,4,2,0.34,Hudson,1749,1985,29/09/1989,Middlesex,pink
935000,3,3,0.95,Boxborough,1719,2931,30/07/2003,Middlesex,pink
699000,4,2,0.46,Acton,1720,2209,11/08/1988,Middlesex,pink
739900,4,3,1.01,Tyngsborough,1879,2498,28/09/2004,Middlesex,pink
1599000,4,4,2.2,Westford,1886,4824,15/06/2005,Middlesex,dark purple
469000,3,1,0.8,Bolton,1740,1580,08/08/2005,Worcester,pink
499900,5,3,0.7,Leominster,1453,2788,16/01/1985,Worcester,dark purple
525000,3,2,0.37,Lancaster,1523,2207,02/09/1988,Worcester,pink
750000,5,4,0.53,Lowell,1854,4698,01/07/1999,Middlesex,dark purple
549000,3,3,0.46,Tyngsborough,1879,2310,14/05/2009,Middlesex,pink
299900,4,2,0.21,Fitchburg,1420,2180,12/12/2005,Worcester,pink
749000,4,4,1.5,Bolton,1740,3252,19/11/1998,Worcester,dark purple
399900,2,1,0.24,Chelmsford,1824,902,28/04/1994,Middlesex,pink
799000,4,3,1.94,Stow,1775,2420,29/10/1998,Middlesex,pink
785000,5,4,1.01,Sterling,1564,3196,30/12/1993,Worcester,dark purple
489900,4,2,0.06,Pepperell,1463,2457,11/08/2003,Middlesex,pink
499900,3,2,1.04,Dracut,1826,1666,11/01/2002,Middlesex,pink
329900,2,1,0.18,Leominster,1453,870,13/01/2003,Worcester,pink
899800,3,3,2.96,Tyngsborough,1879,3808,29/03/1996,Middlesex,pink
575000,4,2,0.55,Lowell,1851,2100,02/01/2007,Middlesex,pink
549000,3,2,0.24,Lowell,1854,1422,30/01/1998,Middlesex,pink
829900,3,3,0.6,Chelmsford,1824,2900,28/10/1996,Middlesex,pink
599900,6,3,0.17,Lowell,1854,1859,15/08/2008,Middlesex,dark purple
929000,4,3,0.47,Acton,1720,2665,03/12/2004,Middlesex,pink
749999,2,3,5.25,Chelmsford,1824,2312,24/04/1984,Middlesex,pink
399900,3,3,0.5,Townsend,1474,2069,26/11/1974,Middlesex,pink
489900,3,2,0.23,Billerica,1862,1600,19/02/1999,Middlesex,pink
499900,4,3,0.34,Billerica,1821,2371,05/12/1986,Middlesex,pink
1198000,3,3,2,Carlisle,1741,3914,16/11/1999,Middlesex,pink
424000,3,3,0.24,Fitchburg,1420,1800,07/03/1989,Worcester,pink
349900,3,1,0.91,Lunenburg,1462,1029,17/03/1978,Worcester,pink
649000,4,2,1.46,Lunenburg,1462,2063,01/10/1990,Worcester,pink
309000,2,1,0.14,Leominster,1453,1212,28/09/2001,Worcester,pink
699000,4,3,1.59,Fitchburg,1420,2952,01/10/2018,Worcester,pink
429900,2,3,0.2,Lunenburg,1462,1444,02/09/2003,Worcester,pink
995000,4,4,0.84,Acton,1720,4325,30/03/1990,Middlesex,dark purple
599900,3,2,0.35,Billerica,1862,1998,29/08/2001,Middlesex,pink
929900,6,4,1.13,Billerica,1862,3549,13/07/2007,Middlesex,dark purple
1525000,4,6,7.94,Concord,1742,4871,16/03/2001,Middlesex,dark purple
579000,4,4,0.77,Leominster,1453,3577,15/10/2002,Worcester,dark purple
384900,3,2,0.24,Leominster,1453,2292,29/01/2004,Worcester,pink
495000,8,3,0.19,Leominster,1453,3595,29/09/2015,Worcester,dark purple
524900,4,3,0.34,Leominster,1453,3035,05/04/1985,Worcester,pink
209900,2,2,0.11,Worcester,1606,1176,24/05/1985,Worcester,pink
449000,3,2,1.06,Pepperell,1463,2261,20/07/1983,Middlesex,pink
525000,4,2,0.51,Pepperell,1463,2126,11/01/2007,Middlesex,pink
625000,4,2,1.79,Boxborough,1719,2018,04/09/1992,Middlesex,pink
329900,3,1,0.96,Townsend,1469,1210,08/07/2002,Middlesex,pink
5400000,6,10,1.38,Weston,2493,10000,21/08/2007,Middlesex,purple
3500000,4,5,0.93,Weston,2493,4896,09/07/1992,Middlesex,dark purple
1250000,6,4,1.71,Burlington,1803,3036,03/07/1996,Middlesex,dark purple
349888,3,1,0.74,Shrewsbury,1545,1152,15/08/2003,Worcester,pink
319900,3,1,0.2,Worcester,1605,935,20/11/2003,Worcester,pink
544900,5,3,0.57,Shrewsbury,1545,1728,11/04/2005,Worcester,pink
799900,4,3,0.94,Northborough,1532,3275,29/05/2002,Worcester,dark purple
2795000,4,4,40.66,Shrewsbury,1545,2495,12/10/2010,Worcester,dark purple
440000,3,2,0.12,Westborough,1581,1047,29/07/1983,Worcester,pink
439000,3,1,0.5,Northborough,1532,1913,01/02/1978,Worcester,pink
739000,4,4,0.53,Westborough,1581,3482,23/12/2003,Worcester,dark purple
549000,3,2,1.01,Shrewsbury,1545,1632,27/09/1995,Worcester,pink
779900,4,3,1.34,Shrewsbury,1545,2412,15/05/1989,Worcester,pink
599000,4,2,0.2,Shrewsbury,1545,2640,28/09/1998,Worcester,pink
425000,2,2,12.26,Northborough,1532,1640,03/06/2011,Worcester,pink
699000,4,3,0.25,Westborough,1581,2088,29/04/1987,Worcester,pink
699900,5,3,0.41,Westborough,1581,2721,01/10/2004,Worcester,dark purple
649900,4,3,0.7,Shrewsbury,1545,2716,22/01/1988,Worcester,pink
684900,3,3,9.38,Northborough,1532,2784,20/05/2016,Worcester,pink
289900,3,2,0.2,Fitchburg,1420,1216,24/05/2007,Worcester,pink
224900,3,2,0.71,Fitchburg,1420,1152,01/01/1968,Worcester,pink
500000,3,2,0.99,Acton,1720,1988,21/02/1992,Middlesex,pink
359000,3,3,0.09,Worcester,1604,1320,09/07/2004,Worcester,pink
574900,4,3,0.42,Rutland,1543,2304,01/07/2002,Worcester,pink
319900,2,2,0.13,Worcester,1606,888,28/05/2004,Worcester,pink
889900,4,2,1.06,Sudbury,1776,2859,28/08/1996,Middlesex,pink
630000,4,3,0.35,Shrewsbury,1545,2104,31/12/1985,Worcester,pink
399900,3,2,0.34,Marlborough,1752,1252,21/02/1988,Middlesex,pink
4695000,6,8,3.3,Concord,1742,9849,25/05/2006,Middlesex,purple
699999,4,2,0.22,Shrewsbury,1545,2500,20/11/1995,Worcester,pink
559900,4,2,0.15,Shrewsbury,1545,2421,27/04/2001,Worcester,pink
1899000,5,5,1.19,Sudbury,1776,7044,11/04/2006,Middlesex,dark purple
549900,4,3,0.23,Worcester,1602,2652,25/11/1986,Worcester,pink
350000,5,2,0.61,Grafton,1536,1892,30/06/2006,Worcester,pink
1365000,4,4,0.46,Concord,1742,2831,15/11/2019,Middlesex,dark purple
500000,4,4,0.47,Grafton,1536,2784,01/06/1998,Worcester,dark purple
378000,2,1,0.15,Ashland,1721,952,15/09/1995,Middlesex,pink
450000,3,2,0.62,Southborough,1772,1356,06/11/1995,Worcester,pink
639900,3,2,0.25,Southborough,1772,1824,30/09/2005,Worcester,pink
1200000,4,4,0.88,Westborough,1581,4190,01/04/1994,Worcester,dark purple
4995000,6,11,2.17,Sudbury,1776,13946,09/10/2007,Middlesex,purple
609900,2,3,53.42,Upton,1568,2224,06/04/2021,Worcester,pink
449000,3,1,0.68,Southborough,1772,1200,29/06/1994,Worcester,pink
499900,4,3,0.42,Milford,1757,2104,18/03/1988,Worcester,pink
425000,4,2,1.09,Uxbridge,1569,1596,20/08/2002,Worcester,pink
535000,3,3,21.67,Grafton,1536,1846,06/10/2020,Worcester,pink
599000,3,2,1.56,Framingham,1701,1620,02/06/2003,Middlesex,pink
775000,3,2,0.9,Sudbury,1776,2092,31/05/2002,Middlesex,pink
399000,5,2,1,Westborough,1581,2074,24/01/2002,Worcester,pink
950000,4,5,1.24,Southborough,1772,5169,15/11/2000,Worcester,dark purple
650000,5,4,1.15,Westborough,1581,3445,23/09/2002,Worcester,dark purple
789900,5,4,0.56,Framingham,1702,5000,18/07/2007,Middlesex,dark purple
850000,4,3,1.59,Hopkinton,1748,3030,16/07/1992,Middlesex,dark purple
1090000,4,4,1.16,Sudbury,1776,4100,31/03/1993,Middlesex,dark purple
4795000,3,4,109.22,Upton,1568,4770,24/09/1992,Worcester,purple
780000,3,3,0.48,Wayland,1778,1894,25/04/2008,Middlesex,pink
1699900,4,4,1.75,Hopkinton,1748,3900,16/10/1995,Middlesex,dark purple
525000,3,1,0.42,Westborough,1581,1922,22/06/1998,Worcester,pink
2600000,5,6,1,Sudbury,1776,8795,03/01/2001,Middlesex,dark purple
529000,3,2,0.23,Framingham,1702,1476,01/02/1987,Middlesex,pink
599900,3,2,0.21,Framingham,1702,1536,06/10/2003,Middlesex,pink
599900,4,3,0.38,Hopkinton,1748,2124,02/03/1988,Middlesex,pink
995000,3,2,0.46,Concord,1742,2003,05/09/2001,Middlesex,pink
1548000,4,5,0.48,Concord,1742,3450,01/05/2003,Middlesex,dark purple
475000,4,2,1.3,Douglas,1516,2167,19/12/2006,Worcester,pink
649900,4,3,0.41,Framingham,1702,2819,28/04/2006,Middlesex,pink
499900,3,2,0.21,Framingham,1701,1532,31/03/2009,Middlesex,pink
875000,4,3,1,Framingham,1701,2868,01/07/1986,Middlesex,pink
975000,4,3,1.53,Wayland,1778,2684,19/08/1994,Middlesex,pink
7200000,6,12,7.11,Concord,1742,12806,30/06/1995,Middlesex,purple
679900,4,3,0.46,Framingham,1701,1934,29/09/2006,Middlesex,pink
3200000,4,5,1.84,Concord,1742,5158,28/01/1994,Middlesex,dark purple
899900,5,4,0.42,Framingham,1701,4279,18/01/2000,Middlesex,dark purple
659000,4,2,0.85,Westborough,1581,1948,27/06/2003,Worcester,pink
349900,3,2,3.77,Northbridge,1534,1728,03/06/1991,Worcester,pink
815000,3,3,0.11,Hopkinton,1748,2556,01/04/2004,Middlesex,pink
689900,3,3,0.23,Framingham,1701,2073,13/12/2002,Middlesex,pink
1579900,5,4,1.15,Hopkinton,1748,5291,16/08/2001,Middlesex,dark purple
4975000,5,7,4.76,Wayland,1778,8401,10/03/1997,Middlesex,purple
670000,4,3,0.92,Grafton,1560,2578,30/09/2005,Worcester,pink
675000,4,3,0.95,Hopkinton,1748,2060,08/11/1993,Middlesex,pink
1750000,4,4,0.46,Concord,1742,4202,16/08/1996,Middlesex,dark purple
399900,3,2,0.65,Uxbridge,1569,1878,04/11/2003,Worcester,pink
699900,4,4,1.05,Milford,1757,3764,02/05/1990,Worcester,dark purple
469900,3,2,0.19,Ashland,1721,1084,01/06/1998,Middlesex,pink
600000,4,2,0.69,Westborough,1581,1829,26/07/2005,Worcester,pink
1295000,5,3,2.76,Lincoln,1773,3487,09/06/2000,Middlesex,dark purple
615000,4,3,0.21,Framingham,1701,2137,01/06/1984,Middlesex,pink
899000,3,3,4.74,Concord,1742,1809,31/08/1995,Middlesex,pink
574900,3,3,0.67,Grafton,1560,3176,01/10/2003,Worcester,pink
479900,3,3,0.23,Northbridge,1588,2240,20/06/1997,Worcester,pink
320000,4,1,0.18,Northbridge,1588,1673,08/06/2009,Worcester,pink
599900,3,2,0.32,Framingham,1701,2194,01/07/2005,Middlesex,pink
675000,4,2,0.29,Westborough,1581,2317,02/12/1997,Worcester,pink
615000,4,2,1.16,Ashland,1721,1632,31/07/2009,Middlesex,pink
1095000,3,3,0.14,Concord,1742,2047,21/03/2001,Middlesex,pink
324900,2,1,0.11,Worcester,1606,908,13/02/2018,Worcester,pink
330000,2,2,0.45,Upton,1568,1492,14/12/2010,Worcester,pink
449900,3,2,2.03,Sutton,1590,2043,04/06/2002,Worcester,pink
289000,2,1,0.35,Oxford,1537,1056,10/04/2008,Worcester,pink
279900,2,2,0.1,Worcester,1603,1330,01/04/2005,Worcester,pink
309900,2,2,0.23,Auburn,1501,1000,04/08/2008,Worcester,pink
499900,3,3,0.18,Upton,1568,2133,24/06/1993,Worcester,pink
799000,2,2,0.05,Concord,1742,1112,04/09/2008,Middlesex,pink
850000,4,4,1.22,Hopkinton,1748,2292,08/06/1989,Middlesex,dark purple
549900,4,3,0.49,Northbridge,1588,1888,14/10/2008,Worcester,pink
299000,3,2,0.27,Worcester,1607,1302,06/07/2005,Worcester,pink
849500,4,3,0.46,Framingham,1701,2762,28/02/2008,Middlesex,pink
1295000,4,3,0.67,Sudbury,1776,4335,01/08/2005,Middlesex,dark purple
1299900,4,3,0.58,Wayland,1778,2805,31/08/1992,Middlesex,dark purple
6250000,6,7,2.28,Weston,2493,12544,01/04/2008,Middlesex,purple
1799900,4,4,0.62,Burlington,1803,4297,23/08/2005,Middlesex,dark purple
5295000,6,8,1.44,Weston,2493,10016,22/05/1996,Middlesex,purple
8499000,5,9,2.17,Weston,2493,8809,18/08/2006,Middlesex,purple
3500000,6,8,0.37,Lexington,2420,6687,29/12/2005,Middlesex,purple
3849000,7,9,0.71,Lexington,2420,6662,11/01/1999,Middlesex,purple
9995000,6,10,2.62,Weston,2493,11942,12/10/2006,Middlesex,purple
4288000,6,8,0.79,Lexington,2420,6800,14/07/1997,Middlesex,purple
2650000,6,4,3.5,Lexington,2420,3041,22/11/2005,Middlesex,dark purple
799900,3,3,0.46,Burlington,1803,1942,21/09/2004,Middlesex,pink
619000,4,2,0.3,Burlington,1803,1766,28/10/1991,Middlesex,pink
1390000,4,4,1.16,Lincoln,1773,4515,27/03/1987,Middlesex,dark purple
1245000,3,3,0.48,Winchester,1890,2168,25/06/2007,Middlesex,pink
1475000,4,3,0.93,Concord,1742,4450,08/07/1997,Middlesex,dark purple
624900,2,3,5.5,Bedford,1730,1706,21/11/2006,Middlesex,pink
5795000,5,8,1.38,Weston,2493,7146,17/07/2008,Middlesex,purple
724900,3,2,0.47,Burlington,1803,1911,29/05/1992,Middlesex,pink
1299000,4,5,0.32,Woburn,1801,4323,22/07/1998,Middlesex,dark purple
1399000,4,3,0.51,Lexington,2421,2361,16/07/2021,Middlesex,pink
1999000,4,4,0.98,Winchester,1890,4662,15/07/1993,Middlesex,dark purple
1896000,6,5,0.98,Bedford,1730,4828,27/10/1995,Middlesex,dark purple
3200000,5,9,4.32,Lincoln,1773,14600,05/09/1997,Middlesex,purple
1195000,3,3,0.09,Lexington,2420,1880,29/07/2002,Middlesex,pink
1629000,8,5,2.5,Bedford,1730,4952,17/08/1999,Middlesex,dark purple
629900,3,3,0.07,Waltham,2451,2374,31/07/2007,Middlesex,pink
1699900,4,4,0.24,Woburn,1801,4200,01/07/1985,Middlesex,dark purple
679900,3,2,0.72,Burlington,1803,2070,27/06/2002,Middlesex,pink
649000,3,2,0.11,Waltham,2453,1352,23/12/2002,Middlesex,pink
1575000,4,3,0.36,Lexington,2421,4000,30/10/1995,Middlesex,dark purple
3248000,7,5,0.39,Lexington,2420,6682,01/07/1968,Middlesex,dark purple
1800000,4,3,0.64,Lexington,2420,3623,19/02/2008,Middlesex,dark purple
18899000,9,9,18.48,Weston,2493,12589,05/09/2000,Middlesex,purple
1780000,5,4,0.46,Waltham,2452,5481,06/06/2008,Middlesex,dark purple
1748000,5,4,0.23,Bedford,1730,4312,06/06/1997,Middlesex,dark purple
2450000,6,8,0.15,Lexington,2420,5000,15/12/1988,Middlesex,dark purple
574900,3,2,0.28,Lowell,1851,1400,25/05/1999,Middlesex,pink
1899999,4,4,0.46,Burlington,1803,5050,11/06/1987,Middlesex,dark purple
439900,2,1,0.07,Waltham,2451,1049,31/12/1993,Middlesex,pink
829900,3,2,0.38,Waltham,2452,2526,15/11/1999,Middlesex,pink
1695000,4,4,1.1,Waltham,2452,4395,08/12/1997,Middlesex,dark purple
639900,4,2,2.3,Billerica,1821,2602,06/11/1992,Middlesex,pink
664900,4,3,1,Tewksbury,1876,2128,28/04/1983,Middlesex,pink
1150000,4,3,0.42,Lexington,2421,3224,26/06/2000,Middlesex,dark purple
789900,4,2,0.24,Woburn,1801,1638,16/09/1996,Middlesex,pink
589900,4,2,0.61,Billerica,1821,1823,29/01/1999,Middlesex,pink
829000,4,3,0.92,Bedford,1730,2235,30/04/1980,Middlesex,pink
939000,3,3,0.35,Winchester,1890,2342,01/07/1981,Middlesex,pink
629900,3,2,0.54,Burlington,1803,1350,21/12/2012,Middlesex,pink
1399000,4,2,0.39,Winchester,1890,2760,06/07/2006,Middlesex,pink
899000,4,4,0.69,Bedford,1730,2514,02/08/2004,Middlesex,dark purple
1800000,4,5,0.92,Natick,1760,6300,20/08/2008,Middlesex,dark purple
980000,3,2,0.15,Wellesley,2482,1965,22/07/2005,Norfolk,pink
580000,3,2,0.16,Framingham,1702,1976,28/03/1997,Middlesex,pink
1390000,5,3,0.74,Natick,1760,3715,11/03/2005,Middlesex,dark purple
2700000,6,6,1.53,Weston,2493,6299,18/09/2007,Middlesex,dark purple
5750000,6,7,2.11,Weston,2493,8000,16/12/1992,Middlesex,purple
679900,3,3,0.28,Natick,1760,1706,30/06/2004,Middlesex,pink
539900,2,1,0.15,Natick,1760,1332,30/11/2007,Middlesex,pink
379900,2,2,0,Tewksbury,1876,1026,28/04/2020,Middlesex,pink
1399990,4,3,0.35,Natick,1760,3350,28/09/1998,Middlesex,dark purple
629900,4,3,0.94,Dracut,1826,2316,25/07/1997,Middlesex,pink
379900,2,1,0.15,Lowell,1852,768,02/05/2005,Middlesex,pink
695000,4,4,0.39,Ashland,1721,2965,28/10/1988,Middlesex,dark purple
1575000,4,4,0.25,Wellesley,2481,2813,27/07/2004,Norfolk,dark purple
599900,3,2,0.3,Southborough,1772,1824,17/12/2003,Worcester,pink
599800,3,2,0.28,Framingham,1701,1737,13/11/2008,Middlesex,pink
1499000,4,4,0.74,Natick,1760,3869,16/08/1989,Middlesex,dark purple
599999,5,3,0.12,Lowell,1850,4019,01/11/2001,Middlesex,dark purple
799000,3,2,0.19,Natick,1760,1790,15/09/2008,Middlesex,pink
1025000,4,2,0.23,Wellesley,2482,1612,03/05/2004,Norfolk,pink
759900,2,3,0.3,Natick,1760,1849,21/08/2003,Middlesex,pink
2050000,4,3,0.54,Wellesley,2481,3996,30/11/2009,Norfolk,dark purple
899000,4,3,0.33,Wayland,1778,2736,31/08/2000,Middlesex,pink
1550000,5,4,0.28,Natick,1760,4014,29/12/1987,Middlesex,dark purple
1679000,4,3,1.18,Wayland,1778,3440,26/09/1997,Middlesex,dark purple
449900,3,1,0.2,Lowell,1850,1156,14/12/2007,Middlesex,pink
1600000,4,2,3.33,Methuen,1844,5056,01/08/1984,Essex,dark purple
599900,3,2,1.03,Tewksbury,1876,1372,14/07/1972,Middlesex,pink
599900,3,2,0.95,Methuen,1844,1826,31/10/1991,Essex,pink
419000,2,2,0,Tewksbury,1876,1240,28/09/2007,Middlesex,pink
879900,3,4,0.76,Billerica,1821,2509,22/10/2007,Middlesex,pink
549000,4,2,0.34,Billerica,1821,2146,28/07/2006,Middlesex,pink
374900,3,3,2.27,Blackstone,1504,1740,04/11/2004,Worcester,pink
439900,3,2,0.62,Holden,1520,1591,27/02/1997,Worcester,pink
630000,9,3,0.13,Worcester,1610,3702,04/06/2003,Worcester,dark purple
409000,3,2,0.23,Worcester,1604,1542,24/09/2002,Worcester,pink
899000,4,4,0.6,Shrewsbury,1545,2867,13/01/1999,Worcester,dark purple
699900,4,4,0.47,Holden,1520,2424,15/08/1988,Worcester,dark purple
359900,3,1,0.33,Douglas,1516,1196,27/10/2008,Worcester,pink
474900,3,3,2.09,Douglas,1516,1944,12/11/1997,Worcester,pink
879000,6,5,1.09,Douglas,1516,5019,16/05/1996,Worcester,dark purple
429900,3,2,0.89,Uxbridge,1569,1873,01/06/2007,Worcester,pink
575000,3,3,1.22,Grafton,1560,2674,28/09/1995,Worcester,pink
519000,4,2,0.72,Hopedale,1747,2326,14/09/1982,Worcester,pink
479000,3,2,0.15,Northbridge,1588,1641,29/05/1998,Worcester,pink
639900,4,4,0.74,Mendon,1756,4130,31/05/2002,Worcester,dark purple
525000,3,2,0.28,Milford,1757,2990,31/05/2005,Worcester,pink
465000,3,2,0.11,Milford,1757,1257,11/04/1990,Worcester,pink
529000,4,3,0.25,Milford,1757,2400,28/03/2008,Worcester,pink
549900,4,3,0.5,Hopedale,1747,2735,08/07/1998,Worcester,pink
330000,5,2,0.15,Milford,1757,1536,05/03/1986,Worcester,pink
565000,3,3,2.82,Uxbridge,1569,2868,27/05/2005,Worcester,pink
849900,5,4,2.08,Mendon,1756,4130,28/02/2008,Worcester,dark purple
230000,3,1,0.08,Milford,1757,856,01/08/2000,Worcester,pink
1150000,5,4,2.25,Grafton,1536,4574,11/04/2005,Worcester,dark purple
679900,4,3,0.91,Hopedale,1747,3118,25/05/2000,Worcester,dark purple
379900,2,2,0.2,Milford,1757,1364,02/08/2004,Worcester,pink
739000,3,3,3.57,Sutton,1590,2700,15/07/2004,Worcester,pink
349900,1,2,0.17,Webster,1570,1680,27/08/1997,Worcester,pink
200000,4,2,0.18,Webster,1570,1313,03/08/1999,Worcester,pink
379900,4,2,0.41,Webster,1570,1896,24/08/1994,Worcester,pink
465000,3,3,1.17,Oxford,1540,2037,24/08/1989,Worcester,pink
724900,3,2,0.17,Webster,1570,2406,30/07/2004,Worcester,pink
419900,3,3,0.37,Webster,1570,1810,01/02/2006,Worcester,pink
999900,5,6,1.21,Ashland,1721,5504,15/12/2006,Middlesex,dark purple
325000,4,3,0.23,Webster,1570,2009,24/12/2001,Worcester,pink
499000,5,3,0.23,Webster,1570,2400,20/05/2004,Worcester,dark purple
499000,3,2,0.31,Maynard,1754,1440,01/10/2007,Middlesex,pink
699000,4,3,0.92,North Attleboro,2760,2700,04/03/2005,,pink
450000,3,3,0.57,Oxford,1540,1609,30/09/2004,Worcester,pink
449900,9,3,0.12,Southbridge,1550,3768,18/06/2004,Worcester,dark purple
599000,3,3,1.06,Milford,1757,2857,10/11/2006,Worcester,pink
1200000,4,4,1.01,Medway,2053,4000,03/08/2005,Norfolk,dark purple
329000,3,2,0.07,Holliston,1746,1619,29/05/2009,Middlesex,pink
850000,5,4,1.5,Norfolk,2056,3203,17/10/1966,Norfolk,dark purple
979900,3,3,1.55,Medway,2053,3024,29/04/2003,Norfolk,pink
800000,4,3,1.76,Franklin,2038,3240,27/08/1992,Norfolk,dark purple
568900,3,2,0.92,Franklin,2038,1568,23/10/2009,Norfolk,pink
575000,3,2,1.63,Franklin,2038,1344,14/07/2006,Norfolk,pink
789000,4,3,0.77,Franklin,2038,3576,08/12/1995,Norfolk,dark purple
929900,4,4,0.52,Medway,2053,3697,16/05/2006,Norfolk,dark purple
959900,4,3,0.48,Franklin,2038,3745,23/08/2004,Norfolk,dark purple
360000,2,1,0.44,Holliston,1746,844,26/06/1986,Middlesex,pink
1099000,4,5,6.1,Sherborn,1770,4530,24/06/1983,Middlesex,dark purple
899900,3,3,1.98,Sherborn,1770,3117,17/12/2007,Middlesex,pink
439900,4,2,0.19,Ashland,1721,2281,31/08/1999,Middlesex,pink
879000,4,3,0.72,Holliston,1746,3036,27/11/2002,Middlesex,dark purple
1250000,3,4,2.09,Sherborn,1770,3525,01/12/1998,Middlesex,dark purple
384800,3,2,0.32,Bellingham,2019,1514,02/04/2004,Norfolk,pink
2250000,5,6,2.83,Franklin,2038,8000,20/04/2007,Norfolk,dark purple
309900,2,1,0.06,Bellingham,2019,990,16/04/2004,Norfolk,pink
349900,3,1,0.25,Wrentham,2093,1145,10/11/1999,Norfolk,pink
799900,4,3,0.47,Franklin,2038,2152,11/03/1999,Norfolk,pink
579900,4,3,0.7,Franklin,2038,1918,28/03/2003,Norfolk,pink
349000,2,2,0.57,Bellingham,2019,1069,31/01/1996,Norfolk,pink
10000,4,2,8.8,Wrentham,2093,3281,24/12/2003,Norfolk,pink
975000,4,3,0.92,Franklin,2038,4240,16/12/1998,Norfolk,dark purple
1499900,4,4,0.68,North Attleboro,2760,4967,26/03/2003,,dark purple
370000,3,1,0.22,Plainville,2762,998,30/11/1973,Norfolk,pink
499900,3,2,0.34,Franklin,2038,967,29/04/2021,Norfolk,pink
429999,3,1,0.47,Bellingham,2019,1750,12/04/2004,Norfolk,pink
299900,2,2,0.16,North Attleboro,2760,759,01/04/1987,,pink
430000,3,1,1.49,Wrentham,2093,1044,22/01/2010,Norfolk,pink
339900,3,1,0.09,Franklin,2038,1260,23/06/1971,Norfolk,pink
500000,4,2,0.92,Bellingham,2019,1703,01/12/2003,Norfolk,pink
325000,2,2,0.43,Bellingham,2019,1563,12/08/2019,Norfolk,pink
499900,3,2,0.6,North Attleboro,2760,1692,15/11/1984,,pink
625000,3,2,1.36,Franklin,2038,1809,06/09/1977,Norfolk,pink
2285000,4,5,17.61,Sherborn,1770,5287,29/01/1992,Middlesex,dark purple
1599000,4,3,2.21,Dover,2030,3649,26/05/2006,Norfolk,dark purple
1250000,4,3,0.93,Natick,1760,3140,14/06/2002,Middlesex,dark purple
980000,4,3,0.62,Natick,1760,2546,28/06/1996,Middlesex,pink
599000,3,2,2.49,Seekonk,2771,3060,25/04/2005,Bristol,pink
1399999,4,4,6.53,Norfolk,2056,5100,16/10/1986,Norfolk,dark purple
374900,3,1,0.14,Seekonk,2771,1456,09/08/1999,Bristol,pink
545900,4,2,6.7,Foxboro,2035,1476,14/12/2005,,pink
420000,5,2,0.25,Attleboro,2703,1966,24/12/2008,Bristol,pink
280000,3,1,0.11,Seekonk,2771,1337,30/04/1991,Bristol,pink
485000,3,2,0.37,Attleboro,2703,2004,21/06/1999,Bristol,pink
5895000,5,9,6.7,Dover,2030,13185,07/11/2000,Norfolk,purple
449000,3,2,0.34,Seekonk,2771,1788,05/10/1998,Bristol,pink
615000,2,2,0.13,Medfield,2052,1644,07/12/2001,Norfolk,pink
675900,4,3,0.37,Attleboro,2703,3000,28/12/2007,Bristol,pink
5900000,7,8,6.3,Dover,2030,9986,28/03/1997,Norfolk,purple
1039000,4,3,3.91,Norfolk,2056,3470,02/11/1993,Norfolk,dark purple
455900,4,3,0.34,North Attleboro,2760,1170,01/08/1988,,pink
575000,3,2,5.05,Attleboro,2703,1672,28/11/2003,Bristol,pink
4595000,6,6,1.04,Weston,2493,7412,30/03/2007,Middlesex,purple
429000,3,1,0.37,Attleboro,2703,1471,02/09/1997,Bristol,pink
500000,5,2,0.29,Attleboro,2703,2200,10/01/2003,Bristol,pink
1149000,5,4,1.27,Medfield,2052,4105,28/11/2005,Norfolk,dark purple
349000,3,2,14,North Attleboro,2760,1545,17/05/2007,,pink
499000,4,2,0.66,Seekonk,2771,2085,26/10/1999,Bristol,pink
379900,2,1,0.28,Attleboro,2703,1140,07/05/2009,Bristol,pink
3595000,6,4,0.89,Wellesley,2481,5059,30/10/1998,Norfolk,dark purple
2995000,5,5,0.48,Wellesley,2481,6164,16/05/2008,Norfolk,dark purple
459900,4,1,0.48,North Attleboro,2760,1800,30/09/1999,,pink
379900,3,2,0.26,North Attleboro,2760,1202,30/11/1998,,pink
379900,3,1,0.44,Attleboro,2703,1667,28/02/1994,Bristol,pink
499500,3,1,0.63,Wrentham,2093,1198,02/08/1991,Norfolk,pink
1700000,4,5,0.92,Seekonk,2771,4178,13/07/2006,Bristol,dark purple
