,price,bed,bath,acre_lot,city,zip_code,house_size,sold_date,county
0,525000.0,3.0,3.0,0.45,Agawam,1001.0,2314.0,2014-06-25,Hampden
1,289900.0,3.0,2.0,0.36,Agawam,1001.0,1276.0,2012-10-12,Hampden
2,384900.0,3.0,2.0,0.46,Agawam,1001.0,1476.0,1986-11-20,Hampden
3,199999.0,3.0,2.0,1.76,Agawam,1001.0,1968.0,2008-09-19,Hampden
4,419000.0,4.0,2.0,2.0,Pelham,1002.0,1607.0,2005-07-25,Hampshire
5,745000.0,4.0,3.0,0.56,Amherst,1002.0,2847.0,1992-06-24,Hampshire
6,875000.0,4.0,4.0,1.5,Pelham,1002.0,4366.0,1996-07-12,Hampshire
7,699900.0,4.0,4.0,0.77,Amherst,1002.0,3879.0,1993-08-11,Hampshire
8,275000.0,3.0,2.0,0.16,Amherst,1002.0,1280.0,2021-08-19,Hampshire
9,415000.0,4.0,2.0,0.49,Amherst,1002.0,1814.0,1997-06-30,Hampshire
10,390000.0,3.0,2.0,0.5,Amherst,1002.0,1128.0,1998-09-17,Hampshire
11,865000.0,4.0,3.0,0.65,Amherst,1002.0,3465.0,2006-10-03,Hampshire
12,499900.0,4.0,3.0,0.46,Amherst,1002.0,2143.0,1988-06-10,Hampshire
13,650000.0,5.0,4.0,0.64,Amherst,1002.0,2363.0,2004-07-28,Hampshire
14,975000.0,3.0,4.0,3.04,Amherst,1002.0,2074.0,2006-06-21,Hampshire
15,439900.0,3.0,2.0,0.2,Amherst,1002.0,1349.0,2005-09-02,Hampshire
16,397000.0,2.0,2.0,0.51,Granby,1033.0,2000.0,2001-12-13,Hampshire
17,389900.0,2.0,2.0,0.92,Whately,1093.0,1723.0,1997-09-25,Franklin
18,459900.0,4.0,3.0,3.8,Sunderland,1375.0,2768.0,2009-07-17,Franklin
19,249900.0,4.0,3.0,0.29,Chicopee,1020.0,1514.0,1996-07-30,Hampden
20,324900.0,4.0,2.0,0.56,Granby,1033.0,1523.0,2007-09-19,Hampshire
21,364900.0,3.0,2.0,1.02,Belchertown,1007.0,1617.0,2001-10-05,Hampshire
22,240000.0,2.0,1.0,0.28,Chicopee,1013.0,1207.0,2011-11-29,Hampden
23,224900.0,2.0,1.0,0.4,South Hadley,1075.0,1034.0,1996-02-28,Hampshire
24,299500.0,3.0,2.0,0.11,Ludlow,1056.0,2240.0,2000-10-03,Hampden
25,469900.0,3.0,3.0,1.82,Orange,1364.0,2096.0,2000-06-30,Franklin
26,295000.0,4.0,2.0,0.3,South Hadley,1075.0,2112.0,2001-05-24,Hampshire
27,339000.0,6.0,2.0,0.23,Holyoke,1040.0,2399.0,2017-09-05,Hampden
28,275000.0,2.0,2.0,0.05,Chicopee,1013.0,1200.0,2002-06-12,Hampden
29,579900.0,4.0,3.0,0.41,Easthampton,1027.0,2590.0,2003-10-01,Hampshire
30,365000.0,3.0,2.0,0.3,Holyoke,1040.0,1880.0,2002-02-15,Hampden
31,215000.0,1.0,1.0,0.31,Belchertown,1007.0,640.0,2000-08-03,Hampshire
32,499000.0,3.0,2.0,0.14,Northampton,1062.0,1728.0,2003-05-30,Hampshire
33,489900.0,3.0,2.0,0.12,Northampton,1060.0,1531.0,2009-05-01,Hampshire
34,65000.0,1.0,1.0,0.4,Barre,1005.0,634.0,2003-10-28,Worcester
35,273900.0,3.0,1.0,0.12,Barre,1005.0,1175.0,1996-12-13,Worcester
36,849900.0,4.0,5.0,3.97,Barre,1005.0,5023.0,1988-06-24,Worcester
37,449900.0,3.0,3.0,4.08,Barre,1005.0,2283.0,1996-05-31,Worcester
38,169999.0,2.0,1.0,0.6,Belchertown,1007.0,802.0,2009-06-26,Hampshire
39,299900.0,5.0,3.0,0.32,Belchertown,1007.0,1850.0,2012-12-14,Hampshire
40,435000.0,3.0,3.0,1.08,Belchertown,1007.0,2360.0,2009-04-01,Hampshire
41,330000.0,2.0,3.0,30.0,Belchertown,1007.0,2130.0,2013-06-27,Hampshire
42,174900.0,3.0,2.0,0.25,Holyoke,1040.0,1637.0,2002-06-26,Hampden
43,175000.0,5.0,2.0,0.13,Holyoke,1040.0,1924.0,2001-10-15,Hampden
44,160000.0,5.0,2.0,1.27,Orange,1364.0,1495.0,2011-04-29,Franklin
45,389900.0,2.0,2.0,6.0,Leverett,1054.0,1779.0,1997-05-29,Franklin
46,300000.0,3.0,1.0,0.69,Southampton,1073.0,1200.0,2000-07-10,Hampshire
47,239900.0,4.0,2.0,0.11,Holyoke,1040.0,1989.0,1992-07-10,Hampden
48,299900.0,1.0,2.0,0.53,Greenfield,1301.0,3792.0,2008-09-24,Franklin
49,299900.0,3.0,2.0,0.22,Easthampton,1027.0,2037.0,2008-11-20,Hampshire
50,759000.0,5.0,2.0,1.85,South Hadley,1075.0,4510.0,2005-02-01,Hampshire
51,139000.0,3.0,2.0,0.05,Holyoke,1040.0,1644.0,2018-01-18,Hampden
52,110000.0,2.0,1.0,0.25,South Hadley,1075.0,800.0,2004-07-06,Hampshire
53,215000.0,3.0,2.0,0.25,Holyoke,1040.0,4620.0,1997-12-12,Hampden
54,386000.0,4.0,2.0,1.3,Deerfield,1373.0,2032.0,1993-12-13,Franklin
55,375000.0,3.0,1.0,3.87,West Springfield,1089.0,1008.0,1989-07-14,Hampden
56,1295000.0,4.0,5.0,7.81,Hadley,1035.0,7000.0,1997-08-06,Hampshire
57,799000.0,4.0,4.0,1.59,Deerfield,1373.0,3444.0,2002-05-17,Franklin
58,289900.0,5.0,2.0,0.15,Chicopee,1020.0,2316.0,2020-09-28,Hampden
59,195500.0,4.0,2.0,0.17,Chicopee,1013.0,2030.0,1996-12-30,Hampden
60,1390000.0,3.0,5.0,14.48,Williamsburg,1038.0,3112.0,2004-04-29,Hampshire
61,285000.0,3.0,3.0,19.23,Southampton,1073.0,2268.0,2002-11-22,Hampshire
62,184900.0,1.0,1.0,0.29,Greenfield,1301.0,640.0,1988-03-01,Franklin
63,195000.0,2.0,1.0,0.15,Easthampton,1027.0,1276.0,1996-11-27,Hampshire
64,219900.0,3.0,3.0,0.1,South Hadley,1075.0,1781.0,2009-08-21,Hampshire
65,279900.0,3.0,1.0,0.13,Holyoke,1040.0,1456.0,2019-10-21,Hampden
66,215000.0,2.0,1.0,0.22,Greenfield,1301.0,816.0,1993-04-29,Franklin
67,425000.0,3.0,2.0,0.25,Northampton,1062.0,1609.0,2004-06-29,Hampshire
68,400000.0,4.0,3.0,0.46,South Hadley,1075.0,2108.0,2021-09-21,Hampshire
69,500000.0,4.0,5.0,1.02,Granby,1033.0,2396.0,2015-01-09,Hampshire
70,689000.0,5.0,2.0,0.38,Northampton,1060.0,3364.0,1991-05-22,Hampshire
71,249987.0,4.0,2.0,0.13,Chicopee,1020.0,1596.0,2007-03-21,Hampden
72,199900.0,3.0,1.0,0.26,Chicopee,1020.0,1048.0,2005-07-18,Hampden
73,185000.0,4.0,2.0,0.14,Holyoke,1040.0,2040.0,2000-08-16,Hampden
74,214900.0,4.0,2.0,0.12,Holyoke,1040.0,1599.0,1996-01-31,Hampden
75,379900.0,5.0,2.0,0.85,South Hadley,1075.0,1605.0,2017-02-13,Hampshire
76,275000.0,3.0,1.0,0.29,Greenfield,1301.0,1482.0,2001-10-31,Franklin
77,379900.0,4.0,2.0,0.62,Ludlow,1056.0,1988.0,2016-08-11,Hampden
78,340000.0,3.0,2.0,1.07,Greenfield,1301.0,1100.0,2006-08-31,Franklin
79,300000.0,6.0,4.0,0.16,Chicopee,1020.0,2844.0,2019-12-30,Hampden
80,824900.0,4.0,2.0,0.18,Northampton,1060.0,2382.0,1990-08-02,Hampshire
81,349900.0,4.0,1.0,0.91,Easthampton,1027.0,1404.0,2021-09-23,Hampshire
82,259900.0,4.0,2.0,0.11,Chicopee,1013.0,1872.0,2004-08-20,Hampden
83,240000.0,3.0,2.0,0.16,Springfield,1104.0,1284.0,2011-08-26,Hampden
84,1290000.0,5.0,5.0,2.0,Williamsburg,1096.0,4476.0,2009-06-30,Hampshire
85,289900.0,3.0,1.0,0.26,Holyoke,1040.0,1096.0,2019-05-10,Hampden
86,199900.0,2.0,2.0,0.23,South Hadley,1075.0,1210.0,2004-05-21,Hampshire
87,945000.0,9.0,10.0,2.83,Greenfield,1301.0,5512.0,2004-07-01,Franklin
88,270000.0,2.0,1.0,2.61,Montague,1351.0,936.0,1987-07-23,Franklin
89,439500.0,4.0,2.0,0.59,Hadley,1035.0,2394.0,2018-06-08,Hampshire
90,289000.0,3.0,3.0,0.14,Holyoke,1040.0,1978.0,2009-06-24,Hampden
91,299900.0,8.0,4.0,0.14,Greenfield,1301.0,4192.0,2011-09-28,Franklin
92,235000.0,2.0,1.0,0.27,Greenfield,1301.0,1200.0,2006-02-17,Franklin
93,449000.0,3.0,3.0,0.4,Easthampton,1027.0,1916.0,2008-01-25,Hampshire
94,995000.0,5.0,4.0,0.72,Hadley,1035.0,4468.0,1998-01-06,Hampshire
95,325000.0,3.0,2.0,0.54,Granby,1033.0,1336.0,2019-08-02,Hampshire
96,399999.0,2.0,1.0,0.5,Northampton,1062.0,1072.0,1999-09-09,Hampshire
97,547500.0,4.0,4.0,0.91,South Hadley,1075.0,2420.0,2012-10-09,Hampshire
98,299900.0,3.0,2.0,0.53,Granby,1033.0,880.0,2018-03-19,Hampshire
99,319000.0,2.0,1.0,0.48,Southampton,1073.0,1115.0,2000-09-29,Hampshire
100,349990.0,3.0,2.0,0.26,Orange,1364.0,1300.0,2005-04-15,Franklin
101,299900.0,3.0,2.0,0.2,Chicopee,1020.0,1584.0,2020-09-18,Hampden
102,219900.0,3.0,2.0,0.05,Orange,1364.0,1092.0,2005-05-04,Franklin
103,156750.0,3.0,1.0,0.47,Athol,1331.0,1268.0,2004-12-21,Worcester
104,365000.0,6.0,3.0,0.31,Holyoke,1040.0,2408.0,2007-12-14,Hampden
105,219000.0,3.0,1.0,0.15,Chicopee,1020.0,1170.0,2008-01-03,Hampden
106,259900.0,3.0,2.0,0.27,Chicopee,1013.0,1265.0,2000-10-18,Hampden
107,299987.0,4.0,2.0,0.17,Holyoke,1040.0,2094.0,2003-08-13,Hampden
108,377000.0,7.0,4.0,0.33,Orange,1364.0,2538.0,1987-12-07,Franklin
109,350000.0,3.0,1.0,0.34,Easthampton,1027.0,1248.0,2012-01-06,Hampshire
110,375000.0,4.0,2.0,0.16,Chicopee,1020.0,1280.0,2020-09-11,Hampden
111,266000.0,3.0,2.0,0.33,Montague,1351.0,1770.0,2009-06-25,Franklin
112,240000.0,3.0,1.0,0.41,Montague,1351.0,960.0,2002-10-17,Franklin
113,149900.0,2.0,2.0,0.57,Orange,1364.0,924.0,2008-09-23,Franklin
114,249900.0,4.0,3.0,0.18,Holyoke,1040.0,4704.0,1989-04-26,Hampden
115,235000.0,3.0,1.0,0.15,Greenfield,1301.0,1416.0,1998-12-15,Franklin
116,1500000.0,6.0,7.0,4.52,South Hadley,1075.0,6250.0,2005-11-02,Hampshire
117,275000.0,5.0,2.0,2.11,Athol,1331.0,3024.0,1984-04-27,Worcester
118,265000.0,3.0,1.0,0.4,Williamsburg,1096.0,1529.0,2015-04-30,Hampshire
119,229000.0,4.0,2.0,0.13,Holyoke,1040.0,1529.0,2021-03-22,Hampden
120,299000.0,3.0,1.0,0.65,West Springfield,1089.0,1424.0,2004-06-28,Hampden
121,309000.0,3.0,1.0,0.8,Easthampton,1027.0,1040.0,2006-07-21,Hampshire
122,279900.0,4.0,1.0,1.06,Holyoke,1040.0,1243.0,1988-08-30,Hampden
123,294900.0,6.0,2.0,0.13,Chicopee,1020.0,2288.0,2019-06-03,Hampden
124,399900.0,4.0,3.0,1.6,Blandford,1008.0,1960.0,2015-05-01,Hampden
125,675000.0,4.0,3.0,0.69,Blandford,1008.0,3476.0,2007-07-02,Hampden
126,1237542.0,4.0,3.0,100.5,Blandford,1008.0,3063.0,2007-08-29,Hampden
127,239900.0,3.0,2.0,0.4,Ware,1082.0,1911.0,1998-07-27,Hampshire
128,329000.0,4.0,1.0,0.64,Longmeadow,1028.0,1296.0,2017-06-23,Hampden
129,369900.0,12.0,3.0,0.15,Springfield,1105.0,3902.0,2014-12-24,Hampden
130,299900.0,3.0,2.0,0.15,Springfield,1118.0,1613.0,2014-01-30,Hampden
131,289900.0,5.0,3.0,0.14,Springfield,1108.0,2328.0,1987-11-20,Hampden
132,350000.0,4.0,4.0,0.21,Springfield,1129.0,2016.0,2007-07-24,Hampden
133,260000.0,3.0,1.0,0.39,Palmer,1069.0,1166.0,2013-01-16,Hampden
134,375000.0,9.0,3.0,0.11,Springfield,1151.0,3656.0,2008-06-18,Hampden
135,129900.0,4.0,2.0,1.0,Brimfield,1010.0,1765.0,2003-11-26,Hampden
136,164900.0,2.0,1.0,0.35,Brimfield,1010.0,814.0,2004-01-16,Hampden
137,559000.0,4.0,4.0,1.52,Brimfield,1010.0,3408.0,2005-03-30,Hampden
138,899900.0,3.0,4.0,5.93,Brimfield,1010.0,5500.0,1993-04-01,Hampden
139,115900.0,3.0,1.0,0.25,Chester,1011.0,1367.0,2009-11-13,Hampden
140,160000.0,1.0,1.0,0.47,Cummington,1026.0,608.0,2019-10-25,Hampshire
141,649000.0,3.0,3.0,21.0,Granville,1034.0,3362.0,1996-06-27,Hampden
142,149900.0,3.0,2.0,0.24,Becket,1223.0,1422.0,1994-07-20,Berkshire
143,289900.0,3.0,3.0,0.14,Springfield,1104.0,1588.0,2005-06-09,Hampden
144,439900.0,3.0,2.0,1.13,Westfield,1085.0,2448.0,2004-10-29,Hampden
145,379900.0,3.0,2.0,0.49,Agawam,1030.0,1708.0,1992-08-06,Hampden
146,149900.0,2.0,1.0,3.0,Savoy,1256.0,980.0,2006-09-20,Berkshire
147,195000.0,2.0,1.0,0.12,Springfield,1104.0,864.0,1994-06-30,Hampden
148,349900.0,3.0,2.0,4.28,Southwick,1077.0,1410.0,1990-03-28,Hampden
149,299900.0,3.0,2.0,0.37,West Springfield,1089.0,1269.0,2017-11-17,Hampden
150,299413.0,3.0,2.0,0.34,Westfield,1085.0,1424.0,2021-11-10,Hampden
151,389999.0,6.0,3.0,0.14,West Springfield,1089.0,2673.0,2006-11-28,Hampden
152,349900.0,3.0,2.0,0.34,Westfield,1085.0,1536.0,2018-03-30,Hampden
153,349900.0,4.0,2.0,1.03,East Longmeadow,1028.0,1638.0,2009-08-28,Hampden
154,129000.0,1.0,1.0,0.09,East Longmeadow,1028.0,793.0,2001-08-10,Hampden
155,674444.0,4.0,5.0,0.26,East Longmeadow,1028.0,4122.0,2003-01-24,Hampden
156,249900.0,3.0,2.0,0.23,East Longmeadow,1028.0,1259.0,2019-05-10,Hampden
157,279000.0,2.0,1.0,0.38,East Longmeadow,1028.0,988.0,2005-04-28,Hampden
158,259000.0,3.0,1.0,0.8,East Longmeadow,1028.0,1196.0,2019-10-24,Hampden
159,399000.0,4.0,3.0,0.28,East Longmeadow,1028.0,2500.0,2019-06-21,Hampden
160,739900.0,4.0,4.0,0.97,East Longmeadow,1028.0,3000.0,2006-09-28,Hampden
161,299000.0,2.0,2.0,0.46,East Longmeadow,1028.0,1174.0,2001-12-17,Hampden
162,304900.0,4.0,1.0,0.22,East Longmeadow,1028.0,1425.0,2013-03-26,Hampden
163,409900.0,2.0,1.0,0.57,East Longmeadow,1028.0,1020.0,2001-08-20,Hampden
164,589900.0,4.0,3.0,0.61,Agawam,1030.0,2857.0,2006-07-31,Hampden
165,300000.0,3.0,1.0,0.28,Agawam,1030.0,1260.0,2006-09-15,Hampden
166,439900.0,5.0,4.0,0.53,Agawam,1030.0,2094.0,1996-07-31,Hampden
167,269900.0,3.0,1.0,1.41,Hardwick,1031.0,1092.0,1989-12-08,Worcester
168,399900.0,9.0,6.0,0.19,Adams,1220.0,5364.0,1998-06-25,Berkshire
169,159900.0,2.0,2.0,0.28,Adams,1220.0,1206.0,2011-10-28,Berkshire
170,324900.0,13.0,7.0,0.2,Adams,1220.0,4233.0,2008-09-15,Berkshire
171,349900.0,3.0,3.0,1.4,Buckland,1339.0,2234.0,2005-07-29,Franklin
172,150000.0,3.0,1.0,0.09,Springfield,1104.0,1303.0,1998-08-27,Hampden
173,199900.0,9.0,3.0,0.13,Springfield,1104.0,3511.0,2005-06-02,Hampden
174,2995000.0,4.0,8.0,12.1,Worthington,1098.0,14240.0,2001-10-05,Hampshire
175,144000.0,1.0,1.0,5.46,Cummington,1026.0,600.0,2021-05-05,Hampshire
176,139900.0,3.0,1.0,0.17,Pittsfield,1201.0,1180.0,2005-12-06,Berkshire
177,209000.0,3.0,2.0,0.16,Pittsfield,1201.0,1352.0,2001-11-21,Berkshire
178,231500.0,3.0,1.0,0.31,Pittsfield,1201.0,1152.0,2000-06-28,Berkshire
179,324900.0,3.0,2.0,0.5,Cheshire,1225.0,1756.0,1993-09-14,Berkshire
180,380000.0,4.0,2.0,17.84,Huntington,1050.0,2196.0,2014-09-08,Hampshire
181,225000.0,5.0,3.0,0.15,Pittsfield,1201.0,2549.0,1997-12-01,Berkshire
182,209900.0,4.0,2.0,0.21,Pittsfield,1201.0,1200.0,2005-07-28,Berkshire
183,355000.0,3.0,3.0,0.52,Cheshire,1225.0,2191.0,2007-12-03,Berkshire
184,629900.0,4.0,3.0,0.46,Pittsfield,1201.0,2908.0,2010-12-01,Berkshire
185,400000.0,3.0,2.0,2.99,Otis,1253.0,2372.0,1993-10-06,Berkshire
186,429000.0,3.0,2.0,0.16,Great Barrington,1230.0,1500.0,1991-03-01,Berkshire
187,1390000.0,14.0,15.0,2.4,Great Barrington,1230.0,10302.0,2009-06-12,Berkshire
188,839000.0,9.0,9.0,1.0,Sheffield,1257.0,5358.0,2001-05-01,Berkshire
189,699000.0,3.0,3.0,2.0,Monterey,1230.0,2482.0,2002-01-07,Berkshire
190,449797.0,5.0,3.0,0.19,Great Barrington,1230.0,2173.0,2004-08-04,Berkshire
191,799000.0,4.0,4.0,9.3,Granville,1034.0,3164.0,1997-12-16,Hampden
192,575000.0,3.0,2.0,4.1,Sheffield,1222.0,1900.0,2003-06-23,Berkshire
193,869000.0,6.0,6.0,0.76,Longmeadow,1106.0,3902.0,1986-06-01,Hampden
194,239999.0,4.0,2.0,0.1,Springfield,1104.0,2160.0,1988-03-02,Hampden
195,2100000.0,3.0,3.0,5.2,Great Barrington,1230.0,2900.0,2006-05-11,Berkshire
196,349000.0,1.0,1.0,2.23,Sandisfield,1255.0,5104.0,2008-12-12,Berkshire
197,3250000.0,7.0,7.0,24.35,New Marlborough,1259.0,6200.0,2004-11-12,Berkshire
198,729000.0,4.0,4.0,1.3,Sheffield,1257.0,5005.0,2000-10-17,Berkshire
199,649000.0,4.0,3.0,0.87,Longmeadow,1106.0,2501.0,1979-12-01,Hampden
200,250000.0,6.0,2.0,0.1,Springfield,1109.0,1728.0,2004-01-07,Hampden
201,229000.0,10.0,5.0,0.19,Pittsfield,1201.0,4260.0,2002-02-11,Berkshire
202,124900.0,3.0,1.0,0.31,Pittsfield,1201.0,1892.0,2002-06-07,Berkshire
203,109900.0,6.0,2.0,0.57,Hinsdale,1235.0,2979.0,1993-06-01,Berkshire
204,224900.0,3.0,1.0,0.21,Pittsfield,1201.0,1746.0,1987-07-24,Berkshire
205,254900.0,7.0,4.0,0.4,Adams,1220.0,2992.0,2007-07-24,Berkshire
206,169900.0,2.0,1.0,0.22,Pittsfield,1201.0,1175.0,1999-06-30,Berkshire
207,149900.0,5.0,3.0,0.1,Pittsfield,1201.0,2027.0,2008-01-18,Berkshire
208,264999.0,2.0,2.0,0.24,Pittsfield,1201.0,1044.0,1991-06-21,Berkshire
209,649000.0,4.0,3.0,62.0,Plainfield,1070.0,2650.0,2014-02-10,Hampshire
210,395000.0,4.0,1.0,0.3,Adams,1220.0,1360.0,1990-12-26,Berkshire
211,289000.0,8.0,2.0,0.22,Pittsfield,1201.0,3278.0,1999-01-29,Berkshire
212,289900.0,3.0,2.0,0.17,Dalton,1226.0,1376.0,1987-07-16,Berkshire
213,239900.0,3.0,2.0,0.2,Pittsfield,1201.0,1572.0,2011-01-07,Berkshire
214,539900.0,8.0,8.0,0.23,Pittsfield,1201.0,6120.0,1989-03-02,Berkshire
215,184900.0,12.0,4.0,0.22,Pittsfield,1201.0,4200.0,1993-02-04,Berkshire
216,185000.0,3.0,1.0,0.24,Lanesborough,1237.0,875.0,2006-10-20,Berkshire
217,750000.0,4.0,1.0,46.0,Worthington,1098.0,2180.0,1996-10-22,Hampshire
218,299999.0,3.0,2.0,0.23,Pittsfield,1201.0,1362.0,2005-12-21,Berkshire
219,459900.0,3.0,2.0,0.75,Pittsfield,1201.0,2190.0,2004-12-17,Berkshire
220,999000.0,4.0,4.0,196.1,Lanesborough,1237.0,3396.0,1999-06-16,Berkshire
221,975000.0,5.0,4.0,58.0,Savoy,1256.0,4685.0,1995-10-17,Berkshire
222,224900.0,2.0,2.0,0.18,Pittsfield,1201.0,1094.0,2007-09-05,Berkshire
223,80000.0,2.0,1.0,0.34,Pittsfield,1201.0,791.0,2006-09-01,Berkshire
224,99000.0,2.0,1.0,0.36,Adams,1220.0,1032.0,2005-06-29,Berkshire
225,110000.0,3.0,2.0,0.11,Pittsfield,1201.0,1122.0,2001-07-12,Berkshire
226,119900.0,4.0,2.0,0.06,Pittsfield,1201.0,1872.0,1981-01-01,Berkshire
227,250000.0,3.0,2.0,0.3,Pittsfield,1201.0,1260.0,1999-01-29,Berkshire
228,369900.0,8.0,7.0,0.13,Adams,1220.0,9516.0,1988-07-06,Berkshire
229,99900.0,2.0,1.0,0.02,Adams,1220.0,640.0,1988-11-04,Berkshire
230,279900.0,4.0,2.0,0.36,Pittsfield,1201.0,1610.0,2008-10-22,Berkshire
231,299900.0,3.0,2.0,0.46,Pittsfield,1201.0,1536.0,2005-09-12,Berkshire
232,229900.0,3.0,1.0,0.18,Pittsfield,1201.0,1080.0,2006-01-20,Berkshire
233,475000.0,10.0,4.0,0.13,Pittsfield,1201.0,3736.0,2013-10-01,Berkshire
234,169000.0,8.0,4.0,0.24,Pittsfield,1201.0,3344.0,1992-04-30,Berkshire
235,269000.0,4.0,1.0,0.77,Pittsfield,1201.0,1644.0,2010-02-03,Berkshire
236,199900.0,3.0,1.0,0.25,Adams,1220.0,1105.0,1992-10-29,Berkshire
237,139900.0,1.0,1.0,0.25,Adams,1220.0,766.0,2006-06-09,Berkshire
238,275000.0,4.0,2.0,0.2,Adams,1220.0,1846.0,2009-10-02,Berkshire
239,209000.0,6.0,2.0,0.12,Pittsfield,1201.0,2664.0,1980-04-01,Berkshire
240,189900.0,2.0,1.0,0.12,Pittsfield,1201.0,841.0,1997-10-31,Berkshire
241,159900.0,3.0,2.0,0.23,Dalton,1226.0,1452.0,2001-07-06,Berkshire
242,214900.0,3.0,1.0,0.14,Dalton,1226.0,1522.0,2005-10-11,Berkshire
243,249900.0,3.0,2.0,0.16,Pittsfield,1201.0,1809.0,2017-11-08,Berkshire
244,170000.0,3.0,1.0,0.21,Adams,1220.0,1632.0,2008-05-07,Berkshire
245,265000.0,3.0,3.0,0.17,Pittsfield,1201.0,1326.0,2007-03-29,Berkshire
246,219900.0,2.0,1.0,0.39,Pittsfield,1201.0,720.0,2006-12-29,Berkshire
247,24900.0,7.0,3.0,0.24,Springfield,1105.0,3727.0,2006-12-28,Hampden
248,299000.0,3.0,1.0,10.75,Sandisfield,1255.0,1056.0,2008-03-11,Berkshire
249,475000.0,3.0,2.0,0.2,Great Barrington,1230.0,1424.0,2003-05-08,Berkshire
250,249900.0,6.0,2.0,0.13,Springfield,1108.0,2580.0,2009-08-14,Hampden
251,259900.0,6.0,2.0,0.11,Springfield,1104.0,2016.0,2006-11-21,Hampden
252,199919.0,4.0,1.0,0.1,Springfield,1107.0,1410.0,1989-03-10,Hampden
253,670000.0,5.0,3.0,1.66,Westfield,1085.0,4296.0,2010-06-02,Hampden
254,159900.0,4.0,2.0,0.11,Springfield,1109.0,1525.0,1991-10-23,Hampden
255,295000.0,3.0,2.0,0.17,Longmeadow,1106.0,2038.0,1978-03-01,Hampden
256,269900.0,4.0,2.0,0.14,Springfield,1109.0,1648.0,1979-11-20,Hampden
257,279000.0,6.0,3.0,0.17,Springfield,1108.0,3056.0,2002-08-29,Hampden
258,225000.0,2.0,2.0,0.11,Springfield,1104.0,1224.0,2002-07-30,Hampden
259,235000.0,3.0,1.0,0.11,Westfield,1085.0,1248.0,1998-10-30,Hampden
260,227000.0,3.0,1.0,0.15,Springfield,1104.0,1080.0,2005-05-27,Hampden
261,129900.0,4.0,2.0,0.2,Pittsfield,1201.0,1712.0,2009-06-25,Berkshire
262,200000.0,3.0,1.0,0.3,Lanesborough,1237.0,1750.0,2002-11-27,Berkshire
263,115000.0,3.0,1.0,0.13,Adams,1220.0,1642.0,2000-06-30,Berkshire
264,249900.0,2.0,1.0,0.22,Hinsdale,1235.0,706.0,1997-03-28,Berkshire
265,1395000.0,4.0,5.0,25.99,Dalton,1226.0,4179.0,1993-05-28,Berkshire
266,259000.0,8.0,3.0,0.13,Pittsfield,1201.0,2996.0,2007-05-15,Berkshire
267,169900.0,6.0,2.0,0.13,Pittsfield,1201.0,2060.0,1996-12-03,Berkshire
268,784900.0,6.0,3.0,0.17,Pittsfield,1201.0,2592.0,2006-01-04,Berkshire
269,784900.0,6.0,2.0,0.08,Pittsfield,1201.0,2554.0,2000-05-15,Berkshire
270,230000.0,8.0,4.0,0.2,Pittsfield,1201.0,3904.0,2005-05-20,Berkshire
271,199900.0,4.0,2.0,0.12,Springfield,1104.0,1600.0,2007-11-05,Hampden
272,209000.0,2.0,2.0,0.11,Springfield,1104.0,1240.0,2002-06-03,Hampden
273,715000.0,7.0,7.0,1.0,Great Barrington,1230.0,3684.0,2008-01-24,Berkshire
274,649000.0,3.0,3.0,0.19,Great Barrington,1230.0,1876.0,2012-11-01,Berkshire
275,179900.0,5.0,2.0,0.11,Springfield,1109.0,1892.0,2001-06-21,Hampden
276,565000.0,4.0,3.0,1.74,Great Barrington,1230.0,2073.0,2006-08-02,Berkshire
277,725000.0,5.0,4.0,0.5,West Springfield,1089.0,5694.0,1987-05-15,Hampden
278,139900.0,2.0,1.0,0.11,Springfield,1104.0,944.0,2004-07-06,Hampden
279,339900.0,3.0,3.0,0.4,Longmeadow,1106.0,2397.0,1999-07-30,Hampden
280,250000.0,6.0,3.0,0.15,Springfield,1109.0,3696.0,1982-12-20,Hampden
281,250000.0,4.0,2.0,0.11,Springfield,1108.0,1806.0,1998-10-30,Hampden
282,349900.0,4.0,2.0,0.24,West Springfield,1089.0,2002.0,2019-01-02,Hampden
283,749900.0,5.0,5.0,0.75,Westfield,1085.0,3213.0,2004-02-13,Hampden
284,234900.0,3.0,1.0,0.14,Springfield,1104.0,1063.0,2003-06-25,Hampden
285,349000.0,3.0,2.0,2.0,Sandisfield,1255.0,1504.0,2007-04-06,Berkshire
286,239900.0,3.0,2.0,0.12,Springfield,1109.0,1248.0,1992-12-10,Hampden
287,223500.0,4.0,1.0,0.1,Springfield,1109.0,1848.0,1996-04-22,Hampden
288,394900.0,3.0,4.0,0.44,Longmeadow,1106.0,2025.0,2005-05-13,Hampden
289,324900.0,4.0,4.0,0.37,Westfield,1085.0,2160.0,1991-08-30,Hampden
290,329000.0,3.0,2.0,0.5,Westfield,1085.0,1688.0,2004-07-09,Hampden
291,459900.0,4.0,2.0,0.58,Longmeadow,1106.0,1662.0,2004-05-07,Hampden
292,139000.0,2.0,2.0,0.88,Sheffield,1222.0,1193.0,1994-04-25,Berkshire
293,269000.0,5.0,2.0,0.11,Springfield,1108.0,1634.0,2021-10-12,Hampden
294,249900.0,3.0,2.0,0.11,Springfield,1108.0,1902.0,1983-09-20,Hampden
295,539000.0,3.0,4.0,1.11,Westfield,1085.0,3577.0,1997-02-28,Hampden
