,price,bed,bath,acre_lot,house_size,clusters,cluster
2906,775000.0,4.0,3.0,1.04,2169.0,0,pink
2907,1849900.0,4.0,4.0,1.1,2421.0,2,dark purple
2908,1750000.0,6.0,8.0,1.35,6212.0,2,dark purple
2909,1895000.0,4.0,4.0,0.92,3165.0,2,dark purple
2910,410000.0,3.0,2.0,0.34,1848.0,0,pink
2911,299900.0,2.0,2.0,1.94,1157.0,0,pink
2912,699000.0,2.0,1.0,0.2,992.0,0,pink
2913,497000.0,2.0,2.0,0.89,886.0,0,pink
2914,995000.0,3.0,3.0,0.22,2252.0,0,pink
2915,1695000.0,4.0,3.0,1.2,3650.0,2,dark purple
2916,3795000.0,4.0,7.0,0.87,5837.0,2,dark purple
2917,5500000.0,5.0,5.0,2.15,4515.0,2,dark purple
2918,2975000.0,4.0,5.0,1.04,3700.0,2,dark purple
2919,297000.0,2.0,2.0,12.58,1040.0,0,pink
2920,545000.0,3.0,2.0,0.39,1192.0,0,pink
2921,700000.0,2.0,3.0,0.33,1040.0,0,pink
2922,469900.0,2.0,1.0,0.26,1048.0,0,pink
2923,12000000.0,9.0,10.0,10.1,11657.0,1,purple
2924,579000.0,3.0,2.0,0.34,1416.0,0,pink
2925,649000.0,3.0,1.0,0.46,1054.0,0,pink
2926,785000.0,3.0,2.0,0.93,1928.0,0,pink
2927,875000.0,3.0,2.0,0.28,1777.0,0,pink
2928,975000.0,3.0,2.0,0.22,1618.0,0,pink
2929,659000.0,4.0,2.0,0.41,1596.0,0,pink
2930,629000.0,3.0,2.0,0.35,1246.0,0,pink
2931,640000.0,3.0,2.0,0.37,1530.0,0,pink
2932,2350000.0,3.0,5.0,0.34,4180.0,2,dark purple
2933,1050000.0,3.0,2.0,0.41,1512.0,0,pink
2934,1449000.0,2.0,2.0,0.5,2482.0,0,pink
2935,1475000.0,3.0,4.0,0.89,2869.0,2,dark purple
2936,6500000.0,4.0,6.0,12.0,5960.0,1,purple
2937,4200000.0,4.0,3.0,0.38,2648.0,2,dark purple
2938,749000.0,3.0,2.0,0.46,2334.0,0,pink
2939,721000.0,5.0,5.0,0.41,3045.0,2,dark purple
2940,675000.0,3.0,2.0,1.38,1858.0,0,pink
2941,499000.0,3.0,2.0,0.32,1152.0,0,pink
2942,489000.0,2.0,1.0,0.21,850.0,0,pink
2943,499000.0,3.0,2.0,0.38,1591.0,0,pink
2944,499000.0,3.0,2.0,0.28,1192.0,0,pink
2945,559000.0,3.0,2.0,0.35,1092.0,0,pink
2946,499000.0,2.0,1.0,0.25,888.0,0,pink
2947,319900.0,6.0,2.0,0.06,1974.0,2,dark purple
2948,319000.0,2.0,1.0,0.07,875.0,0,pink
2949,499000.0,12.0,6.0,0.08,4473.0,2,dark purple
2950,675000.0,10.0,7.0,0.1,6780.0,2,dark purple
2951,265000.0,2.0,1.0,0.03,854.0,0,pink
2952,449900.0,8.0,4.0,0.06,3208.0,2,dark purple
2953,349900.0,6.0,2.0,0.08,1517.0,0,pink
2954,565900.0,4.0,2.0,0.28,3500.0,0,pink
2955,419000.0,3.0,2.0,0.31,1635.0,0,pink
2956,400000.0,3.0,2.0,0.12,1240.0,0,pink
2957,299000.0,3.0,2.0,0.07,974.0,0,pink
2958,364900.0,3.0,2.0,0.07,1312.0,0,pink
2959,399000.0,4.0,1.0,0.21,1210.0,0,pink
2960,549000.0,3.0,3.0,0.16,1446.0,0,pink
2961,359900.0,1.0,1.0,0.1,540.0,0,pink
2962,550000.0,4.0,3.0,0.25,1584.0,0,pink
2963,889000.0,4.0,3.0,0.49,2177.0,0,pink
2964,344000.0,4.0,2.0,0.06,1590.0,0,pink
2965,599900.0,3.0,3.0,1.64,2240.0,0,pink
2966,629900.0,3.0,2.0,0.19,1696.0,0,pink
2967,299900.0,4.0,2.0,0.05,1328.0,0,pink
2968,390000.0,4.0,3.0,0.21,2336.0,0,pink
2969,499900.0,3.0,2.0,0.29,2510.0,0,pink
2970,279900.0,2.0,1.0,0.09,1024.0,0,pink
2971,319000.0,3.0,1.0,0.12,912.0,0,pink
2972,849000.0,3.0,1.0,0.21,1473.0,0,pink
2973,885000.0,3.0,2.0,1.19,2297.0,0,pink
2974,949000.0,4.0,3.0,0.88,2240.0,0,pink
2975,1350000.0,4.0,4.0,0.46,3557.0,2,dark purple
2976,1285000.0,2.0,2.0,0.14,1020.0,0,pink
2977,1975000.0,4.0,2.0,0.16,2204.0,0,pink
2978,1295000.0,2.0,3.0,0.14,1436.0,0,pink
2979,2500000.0,3.0,4.0,0.98,3337.0,2,dark purple
2980,899000.0,2.0,2.0,0.18,1165.0,0,pink
2981,1200000.0,2.0,2.0,5.17,1000.0,0,pink
2982,3750000.0,8.0,4.0,0.11,2738.0,2,dark purple
2983,1650000.0,3.0,4.0,0.93,2448.0,0,pink
2984,399000.0,1.0,1.0,2.66,592.0,0,pink
2985,365000.0,1.0,1.0,0.14,170.0,0,pink
2986,1995000.0,3.0,5.0,0.31,2850.0,2,dark purple
2987,449000.0,1.0,1.0,0.17,280.0,0,pink
2988,559000.0,2.0,1.0,0.17,420.0,0,pink
2989,1200000.0,1.0,1.0,0.14,448.0,0,pink
2990,949000.0,2.0,2.0,0.45,1220.0,0,pink
2991,1499000.0,3.0,3.0,0.35,2820.0,0,pink
2992,960000.0,2.0,1.0,0.09,700.0,0,pink
2993,6500000.0,8.0,9.0,0.13,3515.0,1,purple
2994,2999000.0,7.0,4.0,0.1,3041.0,2,dark purple
2995,949000.0,3.0,3.0,0.67,2164.0,0,pink
2996,749000.0,2.0,2.0,0.79,1651.0,0,pink
2997,1150000.0,5.0,3.0,0.84,3300.0,2,dark purple
2998,2195000.0,4.0,3.0,0.87,2834.0,2,dark purple
2999,2699000.0,5.0,4.0,1.38,3132.0,2,dark purple
3000,849000.0,2.0,2.0,0.25,1110.0,0,pink
3001,650000.0,4.0,3.0,0.44,1880.0,0,pink
3002,679000.0,3.0,2.0,0.25,1553.0,0,pink
3003,629000.0,2.0,2.0,20.0,1209.0,0,pink
3004,1150000.0,3.0,4.0,20.0,2969.0,2,dark purple
3005,724900.0,5.0,4.0,0.24,3360.0,2,dark purple
3006,249000.0,4.0,2.0,0.15,2499.0,0,pink
3007,419900.0,3.0,2.0,0.29,1638.0,0,pink
3008,660000.0,6.0,5.0,0.11,2719.0,2,dark purple
3009,550000.0,5.0,4.0,0.21,4750.0,2,dark purple
3010,340000.0,3.0,2.0,0.1,1057.0,0,pink
3011,449000.0,2.0,5.0,0.2,3274.0,0,pink
3012,400000.0,8.0,4.0,0.12,3145.0,2,dark purple
3013,379000.0,2.0,3.0,0.07,1748.0,0,pink
3014,449900.0,6.0,3.0,0.1,2837.0,2,dark purple
3015,379000.0,3.0,2.0,0.19,1374.0,0,pink
3016,649900.0,9.0,3.0,0.17,3000.0,2,dark purple
3017,479000.0,3.0,2.0,0.12,2520.0,0,pink
3018,499900.0,3.0,8.0,0.07,2772.0,2,dark purple
3019,459000.0,3.0,2.0,0.19,2060.0,0,pink
3020,399000.0,3.0,1.0,0.13,1270.0,0,pink
3021,329900.0,2.0,1.0,0.24,736.0,0,pink
3022,349900.0,2.0,1.0,0.16,1588.0,0,pink
3023,381963.0,3.0,2.0,0.04,1131.0,0,pink
3024,519000.0,3.0,3.0,0.92,1544.0,0,pink
3025,409900.0,3.0,1.0,0.22,1236.0,0,pink
3026,449900.0,2.0,1.0,0.16,1600.0,0,pink
3027,399900.0,2.0,1.0,0.23,988.0,0,pink
3028,595000.0,3.0,3.0,1.52,2476.0,0,pink
3029,299900.0,4.0,2.0,0.06,1418.0,0,pink
3030,495000.0,5.0,2.0,0.39,1576.0,0,pink
3031,249900.0,3.0,1.0,0.34,960.0,0,pink
3032,725000.0,3.0,3.0,1.7,2688.0,0,pink
3033,349900.0,3.0,2.0,0.83,1344.0,0,pink
3034,399900.0,3.0,1.0,0.7,1152.0,0,pink
3035,329900.0,3.0,1.0,0.13,1208.0,0,pink
3036,839900.0,4.0,4.0,0.7,3052.0,2,dark purple
3037,459900.0,3.0,2.0,0.46,1050.0,0,pink
3038,6900000.0,5.0,5.0,9.85,13220.0,1,purple
3039,2495000.0,4.0,5.0,1.84,7891.0,2,dark purple
3040,650000.0,3.0,2.0,0.79,2472.0,0,pink
3041,1359500.0,3.0,2.0,1.38,1944.0,0,pink
3042,450000.0,3.0,3.0,0.33,1782.0,0,pink
3043,560000.0,4.0,2.0,0.2,2640.0,0,pink
3044,650000.0,6.0,4.0,0.15,4012.0,2,dark purple
3045,380000.0,3.0,2.0,0.21,1336.0,0,pink
3046,399900.0,4.0,3.0,0.43,2968.0,0,pink
3047,339900.0,3.0,1.0,0.17,1500.0,0,pink
