,price,bed,bath,acre_lot,city,zip_code,house_size,sold_date
24237,525000.0,3.0,3.0,0.45,Agawam,1001.0,2314.0,2014-06-25
24238,289900.0,3.0,2.0,0.36,Agawam,1001.0,1276.0,2012-10-12
24244,384900.0,3.0,2.0,0.46,Agawam,1001.0,1476.0,1986-11-20
24251,199999.0,3.0,2.0,1.76,Agawam,1001.0,1968.0,2008-09-19
24258,419000.0,4.0,2.0,2.0,Pelham,1002.0,1607.0,2005-07-25
24264,745000.0,4.0,3.0,0.56,Amherst,1002.0,2847.0,1992-06-24
24266,875000.0,4.0,4.0,1.5,Pelham,1002.0,4366.0,1996-07-12
24267,699900.0,4.0,4.0,0.77,Amherst,1002.0,3879.0,1993-08-11
24268,275000.0,3.0,2.0,0.16,Amherst,1002.0,1280.0,2021-08-19
24273,415000.0,4.0,2.0,0.49,Amherst,1002.0,1814.0,1997-06-30
24275,390000.0,3.0,2.0,0.5,Amherst,1002.0,1128.0,1998-09-17
24276,865000.0,4.0,3.0,0.65,Amherst,1002.0,3465.0,2006-10-03
24277,499900.0,4.0,3.0,0.46,Amherst,1002.0,2143.0,1988-06-10
24279,650000.0,5.0,4.0,0.64,Amherst,1002.0,2363.0,2004-07-28
24283,975000.0,3.0,4.0,3.04,Amherst,1002.0,2074.0,2006-06-21
24284,439900.0,3.0,2.0,0.2,Amherst,1002.0,1349.0,2005-09-02
24288,397000.0,2.0,2.0,0.51,Granby,1033.0,2000.0,2001-12-13
24294,389900.0,2.0,2.0,0.92,Whately,1093.0,1723.0,1997-09-25
24295,459900.0,4.0,3.0,3.8,Sunderland,1375.0,2768.0,2009-07-17
24296,249900.0,4.0,3.0,0.29,Chicopee,1020.0,1514.0,1996-07-30
24297,324900.0,4.0,2.0,0.56,Granby,1033.0,1523.0,2007-09-19
24298,364900.0,3.0,2.0,1.02,Belchertown,1007.0,1617.0,2001-10-05
24299,240000.0,2.0,1.0,0.28,Chicopee,1013.0,1207.0,2011-11-29
24300,224900.0,2.0,1.0,0.4,South Hadley,1075.0,1034.0,1996-02-28
24303,299500.0,3.0,2.0,0.11,Ludlow,1056.0,2240.0,2000-10-03
24306,469900.0,3.0,3.0,1.82,Orange,1364.0,2096.0,2000-06-30
24308,295000.0,4.0,2.0,0.3,South Hadley,1075.0,2112.0,2001-05-24
24310,339000.0,6.0,2.0,0.23,Holyoke,1040.0,2399.0,2017-09-05
24312,275000.0,2.0,2.0,0.05,Chicopee,1013.0,1200.0,2002-06-12
24313,579900.0,4.0,3.0,0.41,Easthampton,1027.0,2590.0,2003-10-01
24314,365000.0,3.0,2.0,0.3,Holyoke,1040.0,1880.0,2002-02-15
24315,215000.0,1.0,1.0,0.31,Belchertown,1007.0,640.0,2000-08-03
24317,499000.0,3.0,2.0,0.14,Northampton,1062.0,1728.0,2003-05-30
24318,489900.0,3.0,2.0,0.12,Northampton,1060.0,1531.0,2009-05-01
24328,65000.0,1.0,1.0,0.4,Barre,1005.0,634.0,2003-10-28
24334,273900.0,3.0,1.0,0.12,Barre,1005.0,1175.0,1996-12-13
24336,849900.0,4.0,5.0,3.97,Barre,1005.0,5023.0,1988-06-24
24337,449900.0,3.0,3.0,4.08,Barre,1005.0,2283.0,1996-05-31
24340,169999.0,2.0,1.0,0.6,Belchertown,1007.0,802.0,2009-06-26
24341,299900.0,5.0,3.0,0.32,Belchertown,1007.0,1850.0,2012-12-14
24350,435000.0,3.0,3.0,1.08,Belchertown,1007.0,2360.0,2009-04-01
24353,330000.0,2.0,3.0,30.0,Belchertown,1007.0,2130.0,2013-06-27
24910,174900.0,3.0,2.0,0.25,Holyoke,1040.0,1637.0,2002-06-26
24912,175000.0,5.0,2.0,0.13,Holyoke,1040.0,1924.0,2001-10-15
24913,160000.0,5.0,2.0,1.27,Orange,1364.0,1495.0,2011-04-29
24916,389900.0,2.0,2.0,6.0,Leverett,1054.0,1779.0,1997-05-29
24919,300000.0,3.0,1.0,0.69,Southampton,1073.0,1200.0,2000-07-10
24928,239900.0,4.0,2.0,0.11,Holyoke,1040.0,1989.0,1992-07-10
24929,299900.0,1.0,2.0,0.53,Greenfield,1301.0,3792.0,2008-09-24
24932,299900.0,3.0,2.0,0.22,Easthampton,1027.0,2037.0,2008-11-20
24934,759000.0,5.0,2.0,1.85,South Hadley,1075.0,4510.0,2005-02-01
24952,139000.0,3.0,2.0,0.05,Holyoke,1040.0,1644.0,2018-01-18
24953,110000.0,2.0,1.0,0.25,South Hadley,1075.0,800.0,2004-07-06
24954,215000.0,3.0,2.0,0.25,Holyoke,1040.0,4620.0,1997-12-12
24962,386000.0,4.0,2.0,1.3,Deerfield,1373.0,2032.0,1993-12-13
24963,375000.0,3.0,1.0,3.87,West Springfield,1089.0,1008.0,1989-07-14
24969,1295000.0,4.0,5.0,7.81,Hadley,1035.0,7000.0,1997-08-06
24977,799000.0,4.0,4.0,1.59,Deerfield,1373.0,3444.0,2002-05-17
24978,289900.0,5.0,2.0,0.15,Chicopee,1020.0,2316.0,2020-09-28
24979,195500.0,4.0,2.0,0.17,Chicopee,1013.0,2030.0,1996-12-30
24982,1390000.0,3.0,5.0,14.48,Williamsburg,1038.0,3112.0,2004-04-29
24996,285000.0,3.0,3.0,19.23,Southampton,1073.0,2268.0,2002-11-22
25001,184900.0,1.0,1.0,0.29,Greenfield,1301.0,640.0,1988-03-01
25002,195000.0,2.0,1.0,0.15,Easthampton,1027.0,1276.0,1996-11-27
25003,219900.0,3.0,3.0,0.1,South Hadley,1075.0,1781.0,2009-08-21
25008,279900.0,3.0,1.0,0.13,Holyoke,1040.0,1456.0,2019-10-21
25011,215000.0,2.0,1.0,0.22,Greenfield,1301.0,816.0,1993-04-29
25012,425000.0,3.0,2.0,0.25,Northampton,1062.0,1609.0,2004-06-29
25013,400000.0,4.0,3.0,0.46,South Hadley,1075.0,2108.0,2021-09-21
25014,500000.0,4.0,5.0,1.02,Granby,1033.0,2396.0,2015-01-09
25019,689000.0,5.0,2.0,0.38,Northampton,1060.0,3364.0,1991-05-22
25023,249987.0,4.0,2.0,0.13,Chicopee,1020.0,1596.0,2007-03-21
25039,199900.0,3.0,1.0,0.26,Chicopee,1020.0,1048.0,2005-07-18
25040,185000.0,4.0,2.0,0.14,Holyoke,1040.0,2040.0,2000-08-16
25043,214900.0,4.0,2.0,0.12,Holyoke,1040.0,1599.0,1996-01-31
25046,379900.0,5.0,2.0,0.85,South Hadley,1075.0,1605.0,2017-02-13
25051,275000.0,3.0,1.0,0.29,Greenfield,1301.0,1482.0,2001-10-31
25053,379900.0,4.0,2.0,0.62,Ludlow,1056.0,1988.0,2016-08-11
25057,340000.0,3.0,2.0,1.07,Greenfield,1301.0,1100.0,2006-08-31
25060,300000.0,6.0,4.0,0.16,Chicopee,1020.0,2844.0,2019-12-30
25061,824900.0,4.0,2.0,0.18,Northampton,1060.0,2382.0,1990-08-02
25062,349900.0,4.0,1.0,0.91,Easthampton,1027.0,1404.0,2021-09-23
25065,259900.0,4.0,2.0,0.11,Chicopee,1013.0,1872.0,2004-08-20
25067,240000.0,3.0,2.0,0.16,Springfield,1104.0,1284.0,2011-08-26
25069,1290000.0,5.0,5.0,2.0,Williamsburg,1096.0,4476.0,2009-06-30
25073,289900.0,3.0,1.0,0.26,Holyoke,1040.0,1096.0,2019-05-10
25079,199900.0,2.0,2.0,0.23,South Hadley,1075.0,1210.0,2004-05-21
25081,945000.0,9.0,10.0,2.83,Greenfield,1301.0,5512.0,2004-07-01
25084,270000.0,2.0,1.0,2.61,Montague,1351.0,936.0,1987-07-23
25086,439500.0,4.0,2.0,0.59,Hadley,1035.0,2394.0,2018-06-08
25088,289000.0,3.0,3.0,0.14,Holyoke,1040.0,1978.0,2009-06-24
25089,299900.0,8.0,4.0,0.14,Greenfield,1301.0,4192.0,2011-09-28
25093,235000.0,2.0,1.0,0.27,Greenfield,1301.0,1200.0,2006-02-17
25094,449000.0,3.0,3.0,0.4,Easthampton,1027.0,1916.0,2008-01-25
25098,995000.0,5.0,4.0,0.72,Hadley,1035.0,4468.0,1998-01-06
25100,325000.0,3.0,2.0,0.54,Granby,1033.0,1336.0,2019-08-02
25104,399999.0,2.0,1.0,0.5,Northampton,1062.0,1072.0,1999-09-09
25107,547500.0,4.0,4.0,0.91,South Hadley,1075.0,2420.0,2012-10-09
25110,299900.0,3.0,2.0,0.53,Granby,1033.0,880.0,2018-03-19
25111,319000.0,2.0,1.0,0.48,Southampton,1073.0,1115.0,2000-09-29
25119,349990.0,3.0,2.0,0.26,Orange,1364.0,1300.0,2005-04-15
25125,299900.0,3.0,2.0,0.2,Chicopee,1020.0,1584.0,2020-09-18
25128,219900.0,3.0,2.0,0.05,Orange,1364.0,1092.0,2005-05-04
25130,156750.0,3.0,1.0,0.47,Athol,1331.0,1268.0,2004-12-21
25134,365000.0,6.0,3.0,0.31,Holyoke,1040.0,2408.0,2007-12-14
25135,219000.0,3.0,1.0,0.15,Chicopee,1020.0,1170.0,2008-01-03
25136,259900.0,3.0,2.0,0.27,Chicopee,1013.0,1265.0,2000-10-18
25139,299987.0,4.0,2.0,0.17,Holyoke,1040.0,2094.0,2003-08-13
25141,377000.0,7.0,4.0,0.33,Orange,1364.0,2538.0,1987-12-07
25147,350000.0,3.0,1.0,0.34,Easthampton,1027.0,1248.0,2012-01-06
25148,375000.0,4.0,2.0,0.16,Chicopee,1020.0,1280.0,2020-09-11
25162,266000.0,3.0,2.0,0.33,Montague,1351.0,1770.0,2009-06-25
25165,240000.0,3.0,1.0,0.41,Montague,1351.0,960.0,2002-10-17
25166,149900.0,2.0,2.0,0.57,Orange,1364.0,924.0,2008-09-23
25170,249900.0,4.0,3.0,0.18,Holyoke,1040.0,4704.0,1989-04-26
25174,235000.0,3.0,1.0,0.15,Greenfield,1301.0,1416.0,1998-12-15
25175,1500000.0,6.0,7.0,4.52,South Hadley,1075.0,6250.0,2005-11-02
25177,275000.0,5.0,2.0,2.11,Athol,1331.0,3024.0,1984-04-27
25178,265000.0,3.0,1.0,0.4,Williamsburg,1096.0,1529.0,2015-04-30
25181,229000.0,4.0,2.0,0.13,Holyoke,1040.0,1529.0,2021-03-22
25185,299000.0,3.0,1.0,0.65,West Springfield,1089.0,1424.0,2004-06-28
25187,309000.0,3.0,1.0,0.8,Easthampton,1027.0,1040.0,2006-07-21
25191,279900.0,4.0,1.0,1.06,Holyoke,1040.0,1243.0,1988-08-30
25195,294900.0,6.0,2.0,0.13,Chicopee,1020.0,2288.0,2019-06-03
27808,399900.0,4.0,3.0,1.6,Blandford,1008.0,1960.0,2015-05-01
27809,675000.0,4.0,3.0,0.69,Blandford,1008.0,3476.0,2007-07-02
27818,1237542.0,4.0,3.0,100.5,Blandford,1008.0,3063.0,2007-08-29
27832,239900.0,3.0,2.0,0.4,Ware,1082.0,1911.0,1998-07-27
27840,329000.0,4.0,1.0,0.64,Longmeadow,1028.0,1296.0,2017-06-23
27841,369900.0,12.0,3.0,0.15,Springfield,1105.0,3902.0,2014-12-24
27846,299900.0,3.0,2.0,0.15,Springfield,1118.0,1613.0,2014-01-30
27848,289900.0,5.0,3.0,0.14,Springfield,1108.0,2328.0,1987-11-20
27855,350000.0,4.0,4.0,0.21,Springfield,1129.0,2016.0,2007-07-24
27856,260000.0,3.0,1.0,0.39,Palmer,1069.0,1166.0,2013-01-16
27861,375000.0,9.0,3.0,0.11,Springfield,1151.0,3656.0,2008-06-18
27862,129900.0,4.0,2.0,1.0,Brimfield,1010.0,1765.0,2003-11-26
27863,164900.0,2.0,1.0,0.35,Brimfield,1010.0,814.0,2004-01-16
27866,559000.0,4.0,4.0,1.52,Brimfield,1010.0,3408.0,2005-03-30
27871,899900.0,3.0,4.0,5.93,Brimfield,1010.0,5500.0,1993-04-01
27875,115900.0,3.0,1.0,0.25,Chester,1011.0,1367.0,2009-11-13
27888,160000.0,1.0,1.0,0.47,Cummington,1026.0,608.0,2019-10-25
27890,649000.0,3.0,3.0,21.0,Granville,1034.0,3362.0,1996-06-27
27893,149900.0,3.0,2.0,0.24,Becket,1223.0,1422.0,1994-07-20
27894,289900.0,3.0,3.0,0.14,Springfield,1104.0,1588.0,2005-06-09
27898,439900.0,3.0,2.0,1.13,Westfield,1085.0,2448.0,2004-10-29
27899,379900.0,3.0,2.0,0.49,Agawam,1030.0,1708.0,1992-08-06
27903,149900.0,2.0,1.0,3.0,Savoy,1256.0,980.0,2006-09-20
27904,195000.0,2.0,1.0,0.12,Springfield,1104.0,864.0,1994-06-30
27906,349900.0,3.0,2.0,4.28,Southwick,1077.0,1410.0,1990-03-28
27910,299900.0,3.0,2.0,0.37,West Springfield,1089.0,1269.0,2017-11-17
27918,299413.0,3.0,2.0,0.34,Westfield,1085.0,1424.0,2021-11-10
27925,389999.0,6.0,3.0,0.14,West Springfield,1089.0,2673.0,2006-11-28
27927,349900.0,3.0,2.0,0.34,Westfield,1085.0,1536.0,2018-03-30
28009,349900.0,4.0,2.0,1.03,East Longmeadow,1028.0,1638.0,2009-08-28
28011,129000.0,1.0,1.0,0.09,East Longmeadow,1028.0,793.0,2001-08-10
28013,674444.0,4.0,5.0,0.26,East Longmeadow,1028.0,4122.0,2003-01-24
28014,249900.0,3.0,2.0,0.23,East Longmeadow,1028.0,1259.0,2019-05-10
28017,279000.0,2.0,1.0,0.38,East Longmeadow,1028.0,988.0,2005-04-28
28018,259000.0,3.0,1.0,0.8,East Longmeadow,1028.0,1196.0,2019-10-24
28019,399000.0,4.0,3.0,0.28,East Longmeadow,1028.0,2500.0,2019-06-21
28021,739900.0,4.0,4.0,0.97,East Longmeadow,1028.0,3000.0,2006-09-28
28024,299000.0,2.0,2.0,0.46,East Longmeadow,1028.0,1174.0,2001-12-17
28025,304900.0,4.0,1.0,0.22,East Longmeadow,1028.0,1425.0,2013-03-26
28026,409900.0,2.0,1.0,0.57,East Longmeadow,1028.0,1020.0,2001-08-20
28040,589900.0,4.0,3.0,0.61,Agawam,1030.0,2857.0,2006-07-31
28043,300000.0,3.0,1.0,0.28,Agawam,1030.0,1260.0,2006-09-15
28044,439900.0,5.0,4.0,0.53,Agawam,1030.0,2094.0,1996-07-31
28047,269900.0,3.0,1.0,1.41,Hardwick,1031.0,1092.0,1989-12-08
28074,399900.0,9.0,6.0,0.19,Adams,1220.0,5364.0,1998-06-25
28083,159900.0,2.0,2.0,0.28,Adams,1220.0,1206.0,2011-10-28
28093,324900.0,13.0,7.0,0.2,Adams,1220.0,4233.0,2008-09-15
28298,349900.0,3.0,3.0,1.4,Buckland,1339.0,2234.0,2005-07-29
28300,150000.0,3.0,1.0,0.09,Springfield,1104.0,1303.0,1998-08-27
28307,199900.0,9.0,3.0,0.13,Springfield,1104.0,3511.0,2005-06-02
28309,2995000.0,4.0,8.0,12.1,Worthington,1098.0,14240.0,2001-10-05
28341,144000.0,1.0,1.0,5.46,Cummington,1026.0,600.0,2021-05-05
28344,139900.0,3.0,1.0,0.17,Pittsfield,1201.0,1180.0,2005-12-06
28345,209000.0,3.0,2.0,0.16,Pittsfield,1201.0,1352.0,2001-11-21
28352,231500.0,3.0,1.0,0.31,Pittsfield,1201.0,1152.0,2000-06-28
28353,324900.0,3.0,2.0,0.5,Cheshire,1225.0,1756.0,1993-09-14
28355,380000.0,4.0,2.0,17.84,Huntington,1050.0,2196.0,2014-09-08
28356,225000.0,5.0,3.0,0.15,Pittsfield,1201.0,2549.0,1997-12-01
28359,209900.0,4.0,2.0,0.21,Pittsfield,1201.0,1200.0,2005-07-28
28363,355000.0,3.0,3.0,0.52,Cheshire,1225.0,2191.0,2007-12-03
28371,629900.0,4.0,3.0,0.46,Pittsfield,1201.0,2908.0,2010-12-01
28432,400000.0,3.0,2.0,2.99,Otis,1253.0,2372.0,1993-10-06
28591,429000.0,3.0,2.0,0.16,Great Barrington,1230.0,1500.0,1991-03-01
28596,1390000.0,14.0,15.0,2.4,Great Barrington,1230.0,10302.0,2009-06-12
28600,839000.0,9.0,9.0,1.0,Sheffield,1257.0,5358.0,2001-05-01
28604,699000.0,3.0,3.0,2.0,Monterey,1230.0,2482.0,2002-01-07
28636,449797.0,5.0,3.0,0.19,Great Barrington,1230.0,2173.0,2004-08-04
28652,799000.0,4.0,4.0,9.3,Granville,1034.0,3164.0,1997-12-16
28690,575000.0,3.0,2.0,4.1,Sheffield,1222.0,1900.0,2003-06-23
28693,869000.0,6.0,6.0,0.76,Longmeadow,1106.0,3902.0,1986-06-01
28697,239999.0,4.0,2.0,0.1,Springfield,1104.0,2160.0,1988-03-02
28699,2100000.0,3.0,3.0,5.2,Great Barrington,1230.0,2900.0,2006-05-11
28734,349000.0,1.0,1.0,2.23,Sandisfield,1255.0,5104.0,2008-12-12
28742,3250000.0,7.0,7.0,24.35,New Marlborough,1259.0,6200.0,2004-11-12
28743,729000.0,4.0,4.0,1.3,Sheffield,1257.0,5005.0,2000-10-17
28744,649000.0,4.0,3.0,0.87,Longmeadow,1106.0,2501.0,1979-12-01
28748,250000.0,6.0,2.0,0.1,Springfield,1109.0,1728.0,2004-01-07
28765,229000.0,10.0,5.0,0.19,Pittsfield,1201.0,4260.0,2002-02-11
28806,124900.0,3.0,1.0,0.31,Pittsfield,1201.0,1892.0,2002-06-07
28807,109900.0,6.0,2.0,0.57,Hinsdale,1235.0,2979.0,1993-06-01
28820,224900.0,3.0,1.0,0.21,Pittsfield,1201.0,1746.0,1987-07-24
28826,254900.0,7.0,4.0,0.4,Adams,1220.0,2992.0,2007-07-24
28856,169900.0,2.0,1.0,0.22,Pittsfield,1201.0,1175.0,1999-06-30
28863,149900.0,5.0,3.0,0.1,Pittsfield,1201.0,2027.0,2008-01-18
28867,264999.0,2.0,2.0,0.24,Pittsfield,1201.0,1044.0,1991-06-21
28871,649000.0,4.0,3.0,62.0,Plainfield,1070.0,2650.0,2014-02-10
28873,395000.0,4.0,1.0,0.3,Adams,1220.0,1360.0,1990-12-26
28875,289000.0,8.0,2.0,0.22,Pittsfield,1201.0,3278.0,1999-01-29
28894,289900.0,3.0,2.0,0.17,Dalton,1226.0,1376.0,1987-07-16
28904,239900.0,3.0,2.0,0.2,Pittsfield,1201.0,1572.0,2011-01-07
28906,539900.0,8.0,8.0,0.23,Pittsfield,1201.0,6120.0,1989-03-02
28908,184900.0,12.0,4.0,0.22,Pittsfield,1201.0,4200.0,1993-02-04
28911,185000.0,3.0,1.0,0.24,Lanesborough,1237.0,875.0,2006-10-20
28913,750000.0,4.0,1.0,46.0,Worthington,1098.0,2180.0,1996-10-22
28914,299999.0,3.0,2.0,0.23,Pittsfield,1201.0,1362.0,2005-12-21
28916,459900.0,3.0,2.0,0.75,Pittsfield,1201.0,2190.0,2004-12-17
28918,999000.0,4.0,4.0,196.1,Lanesborough,1237.0,3396.0,1999-06-16
28920,975000.0,5.0,4.0,58.0,Savoy,1256.0,4685.0,1995-10-17
28922,224900.0,2.0,2.0,0.18,Pittsfield,1201.0,1094.0,2007-09-05
28931,80000.0,2.0,1.0,0.34,Pittsfield,1201.0,791.0,2006-09-01
28938,99000.0,2.0,1.0,0.36,Adams,1220.0,1032.0,2005-06-29
28940,110000.0,3.0,2.0,0.11,Pittsfield,1201.0,1122.0,2001-07-12
28941,119900.0,4.0,2.0,0.06,Pittsfield,1201.0,1872.0,1981-01-01
28946,250000.0,3.0,2.0,0.3,Pittsfield,1201.0,1260.0,1999-01-29
28949,369900.0,8.0,7.0,0.13,Adams,1220.0,9516.0,1988-07-06
28950,99900.0,2.0,1.0,0.02,Adams,1220.0,640.0,1988-11-04
28955,279900.0,4.0,2.0,0.36,Pittsfield,1201.0,1610.0,2008-10-22
28956,299900.0,3.0,2.0,0.46,Pittsfield,1201.0,1536.0,2005-09-12
28966,229900.0,3.0,1.0,0.18,Pittsfield,1201.0,1080.0,2006-01-20
28967,475000.0,10.0,4.0,0.13,Pittsfield,1201.0,3736.0,2013-10-01
28981,169000.0,8.0,4.0,0.24,Pittsfield,1201.0,3344.0,1992-04-30
28983,269000.0,4.0,1.0,0.77,Pittsfield,1201.0,1644.0,2010-02-03
28984,199900.0,3.0,1.0,0.25,Adams,1220.0,1105.0,1992-10-29
28987,139900.0,1.0,1.0,0.25,Adams,1220.0,766.0,2006-06-09
28988,275000.0,4.0,2.0,0.2,Adams,1220.0,1846.0,2009-10-02
28995,209000.0,6.0,2.0,0.12,Pittsfield,1201.0,2664.0,1980-04-01
29005,189900.0,2.0,1.0,0.12,Pittsfield,1201.0,841.0,1997-10-31
29021,159900.0,3.0,2.0,0.23,Dalton,1226.0,1452.0,2001-07-06
29022,214900.0,3.0,1.0,0.14,Dalton,1226.0,1522.0,2005-10-11
29024,249900.0,3.0,2.0,0.16,Pittsfield,1201.0,1809.0,2017-11-08
29025,170000.0,3.0,1.0,0.21,Adams,1220.0,1632.0,2008-05-07
29037,265000.0,3.0,3.0,0.17,Pittsfield,1201.0,1326.0,2007-03-29
29039,219900.0,2.0,1.0,0.39,Pittsfield,1201.0,720.0,2006-12-29
29063,24900.0,7.0,3.0,0.24,Springfield,1105.0,3727.0,2006-12-28
29066,299000.0,3.0,1.0,10.75,Sandisfield,1255.0,1056.0,2008-03-11
29071,475000.0,3.0,2.0,0.2,Great Barrington,1230.0,1424.0,2003-05-08
29072,249900.0,6.0,2.0,0.13,Springfield,1108.0,2580.0,2009-08-14
29087,259900.0,6.0,2.0,0.11,Springfield,1104.0,2016.0,2006-11-21
29089,199919.0,4.0,1.0,0.1,Springfield,1107.0,1410.0,1989-03-10
29091,670000.0,5.0,3.0,1.66,Westfield,1085.0,4296.0,2010-06-02
29099,159900.0,4.0,2.0,0.11,Springfield,1109.0,1525.0,1991-10-23
29120,295000.0,3.0,2.0,0.17,Longmeadow,1106.0,2038.0,1978-03-01
29145,269900.0,4.0,2.0,0.14,Springfield,1109.0,1648.0,1979-11-20
29154,279000.0,6.0,3.0,0.17,Springfield,1108.0,3056.0,2002-08-29
29163,225000.0,2.0,2.0,0.11,Springfield,1104.0,1224.0,2002-07-30
29164,235000.0,3.0,1.0,0.11,Westfield,1085.0,1248.0,1998-10-30
29165,227000.0,3.0,1.0,0.15,Springfield,1104.0,1080.0,2005-05-27
29179,129900.0,4.0,2.0,0.2,Pittsfield,1201.0,1712.0,2009-06-25
29193,200000.0,3.0,1.0,0.3,Lanesborough,1237.0,1750.0,2002-11-27
29198,115000.0,3.0,1.0,0.13,Adams,1220.0,1642.0,2000-06-30
29199,249900.0,2.0,1.0,0.22,Hinsdale,1235.0,706.0,1997-03-28
29201,1395000.0,4.0,5.0,25.99,Dalton,1226.0,4179.0,1993-05-28
29203,259000.0,8.0,3.0,0.13,Pittsfield,1201.0,2996.0,2007-05-15
29215,169900.0,6.0,2.0,0.13,Pittsfield,1201.0,2060.0,1996-12-03
29216,784900.0,6.0,3.0,0.17,Pittsfield,1201.0,2592.0,2006-01-04
29221,784900.0,6.0,2.0,0.08,Pittsfield,1201.0,2554.0,2000-05-15
29222,230000.0,8.0,4.0,0.2,Pittsfield,1201.0,3904.0,2005-05-20
29227,199900.0,4.0,2.0,0.12,Springfield,1104.0,1600.0,2007-11-05
29248,209000.0,2.0,2.0,0.11,Springfield,1104.0,1240.0,2002-06-03
29252,715000.0,7.0,7.0,1.0,Great Barrington,1230.0,3684.0,2008-01-24
29254,649000.0,3.0,3.0,0.19,Great Barrington,1230.0,1876.0,2012-11-01
29272,179900.0,5.0,2.0,0.11,Springfield,1109.0,1892.0,2001-06-21
29276,565000.0,4.0,3.0,1.74,Great Barrington,1230.0,2073.0,2006-08-02
29281,725000.0,5.0,4.0,0.5,West Springfield,1089.0,5694.0,1987-05-15
29283,139900.0,2.0,1.0,0.11,Springfield,1104.0,944.0,2004-07-06
29284,339900.0,3.0,3.0,0.4,Longmeadow,1106.0,2397.0,1999-07-30
29291,250000.0,6.0,3.0,0.15,Springfield,1109.0,3696.0,1982-12-20
29292,250000.0,4.0,2.0,0.11,Springfield,1108.0,1806.0,1998-10-30
29295,349900.0,4.0,2.0,0.24,West Springfield,1089.0,2002.0,2019-01-02
29306,749900.0,5.0,5.0,0.75,Westfield,1085.0,3213.0,2004-02-13
29308,234900.0,3.0,1.0,0.14,Springfield,1104.0,1063.0,2003-06-25
29310,349000.0,3.0,2.0,2.0,Sandisfield,1255.0,1504.0,2007-04-06
29312,239900.0,3.0,2.0,0.12,Springfield,1109.0,1248.0,1992-12-10
29322,223500.0,4.0,1.0,0.1,Springfield,1109.0,1848.0,1996-04-22
29324,394900.0,3.0,4.0,0.44,Longmeadow,1106.0,2025.0,2005-05-13
29327,324900.0,4.0,4.0,0.37,Westfield,1085.0,2160.0,1991-08-30
29338,329000.0,3.0,2.0,0.5,Westfield,1085.0,1688.0,2004-07-09
29346,459900.0,4.0,2.0,0.58,Longmeadow,1106.0,1662.0,2004-05-07
29354,139000.0,2.0,2.0,0.88,Sheffield,1222.0,1193.0,1994-04-25
29363,269000.0,5.0,2.0,0.11,Springfield,1108.0,1634.0,2021-10-12
29364,249900.0,3.0,2.0,0.11,Springfield,1108.0,1902.0,1983-09-20
29366,539000.0,3.0,4.0,1.11,Westfield,1085.0,3577.0,1997-02-28
29367,589000.0,2.0,2.0,3.96,Tyringham,1264.0,1716.0,2012-06-28
29369,324900.0,5.0,3.0,0.59,Westfield,1085.0,2287.0,1989-10-02
29371,529900.0,4.0,3.0,0.39,Longmeadow,1106.0,2584.0,2000-07-03
29381,265000.0,4.0,3.0,0.11,Springfield,1108.0,1728.0,2011-11-04
29389,699900.0,4.0,3.0,0.39,Longmeadow,1106.0,3264.0,2009-11-25
29393,70000.0,7.0,3.0,0.11,Springfield,1109.0,3035.0,1978-08-20
29411,324900.0,3.0,1.0,0.21,West Springfield,1089.0,1588.0,2006-03-31
29417,409000.0,3.0,2.0,1.25,Otis,1253.0,1792.0,2005-04-22
29428,449900.0,3.0,2.0,0.41,Longmeadow,1106.0,1817.0,1997-01-17
29441,235000.0,4.0,3.0,0.13,Springfield,1109.0,1625.0,2005-11-14
29445,445000.0,8.0,6.0,0.13,Springfield,1108.0,8369.0,2013-12-31
29451,219900.0,4.0,1.0,0.65,Westfield,1085.0,2120.0,1999-08-31
29454,237900.0,2.0,2.0,1.0,Westfield,1085.0,1341.0,2022-01-05
29455,289900.0,4.0,2.0,0.11,Springfield,1104.0,1742.0,1998-03-27
29466,825000.0,5.0,4.0,0.48,Longmeadow,1106.0,3657.0,2002-04-22
29477,15500000.0,3.0,5.0,298.0,New Marlborough,1259.0,4273.0,2011-01-28
29489,225000.0,4.0,2.0,0.14,Springfield,1104.0,1399.0,2007-07-09
29490,190000.0,6.0,2.0,0.14,Springfield,1108.0,2508.0,2009-12-17
29495,250000.0,6.0,2.0,0.62,Russell,1071.0,2520.0,2016-08-12
29501,284999.0,4.0,3.0,0.12,Springfield,1104.0,1360.0,2014-03-31
29515,529000.0,3.0,2.0,0.18,Great Barrington,1230.0,1634.0,2004-11-19
29521,699900.0,4.0,4.0,0.62,Longmeadow,1106.0,2712.0,2016-04-19
29576,179900.0,3.0,2.0,0.95,North Adams,1247.0,1200.0,2009-05-28
29624,249000.0,3.0,2.0,0.37,North Adams,1247.0,1440.0,1989-03-15
29636,185000.0,4.0,1.0,0.28,North Adams,1247.0,1357.0,2006-01-12
29668,85000.0,3.0,2.0,0.14,North Adams,1247.0,1525.0,1987-08-26
29698,599000.0,4.0,3.0,2.5,Florida,1247.0,2351.0,2012-03-19
29740,450000.0,6.0,3.0,0.21,North Adams,1247.0,4742.0,2003-05-27
29819,179500.0,3.0,2.0,4.0,Hubbardston,1452.0,2284.0,1994-11-28
29824,480000.0,3.0,3.0,0.34,Palmer,1069.0,3390.0,2002-01-25
29826,180000.0,4.0,4.0,0.23,Ware,1082.0,2145.0,1990-03-05
