,price,bed,bath,acre_lot,city,zip_code,house_size,sold_date
167075,399900.0,3.0,2.0,0.35,Fall River,2720.0,1872.0,1997-01-29
167392,478000.0,3.0,2.0,0.64,Plymouth,2360.0,2437.0,2002-06-28
167398,799999.0,3.0,3.0,0.21,Plymouth,2360.0,2398.0,2008-09-03
167400,399900.0,2.0,1.0,0.31,Plymouth,2360.0,725.0,1988-02-29
167401,474900.0,3.0,2.0,0.49,Plymouth,2360.0,1558.0,2006-07-28
167402,669000.0,4.0,3.0,0.37,Plymouth,2360.0,2210.0,2005-10-07
167404,449900.0,3.0,2.0,0.46,Plymouth,2360.0,2506.0,2005-08-15
167406,725000.0,4.0,4.0,0.23,Plymouth,2360.0,2574.0,2016-04-29
167408,459000.0,4.0,2.0,0.39,Plymouth,2360.0,2028.0,2005-02-16
167409,350000.0,2.0,1.0,0.17,Plymouth,2360.0,800.0,2008-11-03
167416,399900.0,2.0,1.0,0.15,Plymouth,2360.0,963.0,2007-03-09
167417,459000.0,3.0,1.0,0.21,Plymouth,2360.0,1100.0,2008-12-30
167428,739900.0,4.0,3.0,0.21,Plymouth,2360.0,2560.0,2008-08-08
167430,429900.0,3.0,1.0,0.2,Plymouth,2360.0,1070.0,2003-12-11
167432,1495000.0,3.0,4.0,3.81,Plymouth,2360.0,3755.0,2005-03-11
167441,425000.0,2.0,1.0,0.68,Plymouth,2360.0,1040.0,2005-10-28
167442,995000.0,3.0,2.0,0.32,Plymouth,2360.0,2358.0,2010-05-03
167445,519999.0,2.0,2.0,0.68,Plymouth,2360.0,1368.0,2000-11-22
167449,630000.0,4.0,2.0,0.35,Kingston,2364.0,2871.0,1985-10-18
167453,800000.0,4.0,3.0,0.93,Kingston,2364.0,3073.0,1998-07-24
167478,420000.0,4.0,2.0,0.15,Wareham,2538.0,1700.0,1997-03-28
167481,389000.0,3.0,1.0,0.13,Taunton,2780.0,1500.0,2005-12-19
167483,895000.0,4.0,3.0,1.97,Rochester,2770.0,4650.0,1994-05-27
167495,599900.0,4.0,3.0,0.35,Taunton,2718.0,2056.0,2005-12-02
167554,500000.0,4.0,2.0,0.36,Marion,2738.0,1710.0,2007-03-30
167568,489000.0,4.0,2.0,0.21,Wareham,2571.0,1299.0,2004-05-07
167574,525000.0,2.0,2.0,6.03,Bourne,2532.0,1615.0,1989-02-27
167575,2850000.0,5.0,4.0,0.3,Wareham,2571.0,4896.0,1999-04-30
167578,1100000.0,4.0,4.0,0.39,Bourne,2532.0,1539.0,1996-04-16
167579,949900.0,3.0,3.0,0.18,Bourne,2532.0,1697.0,1998-04-17
167907,450000.0,3.0,2.0,0.11,Plymouth,2360.0,1616.0,1993-06-14
167914,190000.0,2.0,2.0,0.28,Plymouth,2360.0,1630.0,2002-01-02
167931,628400.0,3.0,3.0,0.35,Plymouth,2360.0,1876.0,2022-03-23
167985,550000.0,3.0,2.0,1.27,Plymouth,2360.0,2295.0,2002-04-30
168038,699900.0,3.0,2.0,0.46,Buzzards Bay,2532.0,1326.0,1993-10-05
168040,895000.0,4.0,4.0,0.48,Marion,2738.0,2523.0,1994-06-17
168257,3500000.0,6.0,10.0,0.63,Mattapoisett,2739.0,10313.0,2004-10-21
168308,799000.0,2.0,3.0,0.11,Mattapoisett,2739.0,1872.0,1998-07-13
168423,714900.0,4.0,3.0,0.51,Marion,2738.0,2569.0,2006-11-17
168466,639900.0,4.0,3.0,0.76,Plymouth,2360.0,2617.0,2002-06-27
168473,439000.0,4.0,2.0,0.11,Wareham,2571.0,1820.0,2004-04-20
168508,249900.0,1.0,1.0,0.12,Wareham,2532.0,757.0,1994-12-30
168675,635000.0,5.0,2.0,0.37,Plymouth,2360.0,3649.0,2004-09-02
168895,473000.0,2.0,2.0,0.14,Plymouth,2360.0,1332.0,2001-01-11
168899,589999.0,5.0,3.0,0.19,Plymouth,2360.0,2299.0,2002-08-30
169012,619900.0,4.0,3.0,0.77,Wareham,2532.0,2660.0,2000-11-01
169053,472000.0,3.0,2.0,0.92,Freetown,2717.0,1700.0,1990-01-17
169184,1895000.0,3.0,3.0,0.33,Buzzards Bay,2532.0,2886.0,1996-01-10
169280,975000.0,3.0,3.0,0.35,Mattapoisett,2739.0,1827.0,2002-01-11
169314,310000.0,2.0,1.0,0.14,East Wareham,2538.0,768.0,2014-04-11
169326,1995000.0,4.0,4.0,2.07,Marion,2738.0,3663.0,1998-07-09
169446,425000.0,4.0,2.0,0.06,Wareham,2571.0,1488.0,2010-06-10
169478,459900.0,3.0,3.0,0.22,Wareham,2571.0,2244.0,2006-03-06
169479,649900.0,4.0,3.0,0.65,Plymouth,2360.0,2802.0,2001-06-01
169520,499900.0,2.0,2.0,1.94,Rochester,2770.0,1491.0,1995-05-26
169609,799900.0,3.0,3.0,0.38,West Wareham,2576.0,1972.0,2005-10-27
169649,385000.0,3.0,1.0,0.28,Wareham,2571.0,1072.0,2004-11-30
169650,339900.0,3.0,1.0,0.11,Wareham,2532.0,799.0,2009-07-24
169687,475000.0,4.0,2.0,0.23,Wareham,2571.0,1842.0,1987-10-23
169732,392500.0,6.0,3.0,0.33,Wareham,2538.0,1980.0,1997-10-15
170152,585000.0,3.0,3.0,1.38,West Wareham,2576.0,1392.0,2008-10-24
170153,459000.0,3.0,1.0,0.69,Rochester,2770.0,1275.0,1989-12-15
170155,499900.0,3.0,1.0,0.22,Bourne,2532.0,1280.0,1997-07-15
170906,699000.0,2.0,2.0,0.17,Pocasset,2559.0,1408.0,2011-04-28
170911,595000.0,3.0,3.0,2.75,Plymouth,2360.0,2160.0,2005-04-07
170912,425000.0,2.0,2.0,0.45,Plymouth,2360.0,1140.0,2008-04-07
170955,1150000.0,9.0,7.0,0.19,Bourne,2532.0,5586.0,2005-08-09
170995,598000.0,3.0,2.0,0.53,Plymouth,2360.0,1535.0,2005-06-30
171069,549900.0,4.0,3.0,0.9,Plymouth,2360.0,2408.0,1996-09-04
171070,349900.0,3.0,1.0,0.17,New Bedford,2745.0,960.0,2009-06-30
171095,329900.0,2.0,1.0,0.05,Plymouth,2360.0,528.0,2007-05-31
171142,450000.0,3.0,2.0,0.14,New Bedford,2745.0,2088.0,2003-05-05
171158,799000.0,3.0,2.0,0.67,Plymouth,2360.0,2594.0,2006-06-30
171179,350000.0,3.0,1.0,0.22,Plymouth,2360.0,1004.0,2008-10-06
171186,650000.0,3.0,2.0,1.06,Plymouth,2360.0,2334.0,1996-03-11
171292,499900.0,3.0,2.0,0.95,Berkley,2779.0,1596.0,1991-10-18
171628,575000.0,4.0,3.0,0.93,Bournedale,2532.0,1748.0,1991-09-10
172083,679900.0,6.0,2.0,0.2,Brockton,2301.0,2414.0,1994-07-15
175137,999900.0,4.0,3.0,0.92,Foxboro,2035.0,4812.0,2002-07-25
175254,1650000.0,5.0,4.0,0.28,Newton,2459.0,3049.0,2006-06-01
198611,199500.0,2.0,2.0,29.98,Buzzards Bay,2532.0,1320.0,1987-03-23
198613,265000.0,2.0,1.0,21.64,Bourne,2532.0,1060.0,2003-06-23
198614,580000.0,3.0,3.0,0.37,Bourne,2532.0,3704.0,1992-12-10
198615,535000.0,4.0,2.0,0.54,Bourne,2532.0,2040.0,1988-03-25
198616,319900.0,3.0,3.0,0.75,Bourne,2532.0,1868.0,2019-12-13
198618,640000.0,5.0,4.0,0.4,Bourne,2532.0,2585.0,2005-10-07
198623,599900.0,3.0,4.0,0.92,Bourne,2532.0,2455.0,1999-07-30
198629,799900.0,4.0,4.0,1.15,Buzzards Bay,2532.0,3628.0,2001-12-28
198630,1199000.0,4.0,3.0,0.92,Bourne,2532.0,3568.0,2002-06-27
198632,499900.0,2.0,2.0,0.99,Bourne,2532.0,1052.0,2010-04-22
198633,555900.0,3.0,2.0,0.5,Buzzards Bay,2532.0,2442.0,1996-10-09
198638,535000.0,2.0,3.0,8.88,Buzzards Bay,2532.0,1790.0,2008-04-25
198650,459900.0,2.0,1.0,0.35,Centerville,2632.0,1156.0,2005-07-29
198659,889900.0,4.0,4.0,1.92,Sandwich,2537.0,2869.0,1999-11-15
198660,699900.0,3.0,1.0,0.28,Centerville,2632.0,906.0,1987-01-01
198661,499900.0,3.0,2.0,0.34,Centerville,2632.0,1546.0,1997-01-29
198663,549900.0,3.0,3.0,0.46,Barnstable,2648.0,1691.0,2001-04-30
198665,499900.0,3.0,2.0,0.25,Falmouth,2536.0,1550.0,2003-11-17
198667,675000.0,3.0,2.0,0.39,Marstons Mills,2648.0,1728.0,1992-03-12
198669,475000.0,3.0,2.0,0.3,Sandwich,2563.0,1344.0,1991-09-18
198673,575000.0,3.0,3.0,0.36,West Barnstable,2668.0,1248.0,2007-09-11
198674,365000.0,2.0,1.0,0.19,Barnstable,2601.0,768.0,1989-11-03
198676,550000.0,3.0,2.0,0.46,Falmouth,2536.0,1662.0,1996-07-19
198677,1095000.0,3.0,4.0,0.34,Falmouth,2540.0,2914.0,1999-12-29
198679,1750000.0,4.0,6.0,1.13,East Falmouth,2536.0,4293.0,2007-07-19
198682,689900.0,3.0,3.0,0.59,Sandwich,2563.0,1568.0,1994-06-28
198684,1395000.0,4.0,3.0,2.09,Sandwich,2563.0,2593.0,2001-03-28
198688,1875000.0,3.0,2.0,0.51,Sandwich,2537.0,2100.0,2005-06-02
198691,3800000.0,5.0,7.0,0.76,Falmouth,2540.0,5700.0,2004-05-21
198694,15000000.0,6.0,6.0,4.5,Chilmark,2535.0,4706.0,2005-10-04
198695,6750000.0,4.0,4.0,0.6,Chilmark,2535.0,3052.0,2021-12-15
198698,8900000.0,3.0,5.0,1.1,Chilmark,2535.0,4033.0,2022-05-31
198701,2950000.0,5.0,2.0,7.1,Chilmark,2535.0,2455.0,2022-02-15
198703,295000.0,3.0,1.0,0.36,East Falmouth,2536.0,1040.0,2009-12-07
198707,429000.0,3.0,2.0,0.63,Falmouth,2536.0,1596.0,2001-08-10
198708,589900.0,2.0,3.0,0.55,East Falmouth,2536.0,1588.0,2006-04-07
198710,1100000.0,4.0,4.0,0.92,East Falmouth,2536.0,3726.0,2005-01-21
198711,525000.0,3.0,2.0,0.48,East Falmouth,2536.0,1238.0,1988-03-03
198715,424999.0,2.0,1.0,0.23,East Falmouth,2536.0,864.0,1987-11-06
198717,520000.0,3.0,2.0,0.39,East Falmouth,2536.0,1777.0,2008-09-24
198723,520000.0,3.0,2.0,0.17,Falmouth,2536.0,1463.0,1996-02-07
198724,449000.0,3.0,2.0,0.47,East Falmouth,2536.0,984.0,2005-09-19
198730,675000.0,3.0,2.0,0.6,East Falmouth,2536.0,1580.0,2009-08-18
198731,599000.0,3.0,2.0,0.47,East Falmouth,2536.0,1862.0,2002-09-13
198739,1900000.0,4.0,4.0,0.21,East Falmouth,2536.0,2400.0,1992-12-08
198741,589000.0,3.0,2.0,0.17,East Falmouth,2536.0,1650.0,2002-06-06
198743,550000.0,3.0,2.0,0.33,East Falmouth,2536.0,1406.0,1990-09-25
198749,479000.0,3.0,2.0,0.34,Sandwich,2537.0,1404.0,1996-07-31
198751,489900.0,3.0,2.0,0.34,East Sandwich,2537.0,1629.0,1997-04-25
198753,689000.0,3.0,3.0,0.48,East Sandwich,2537.0,1632.0,2003-02-14
198754,489000.0,4.0,2.0,0.44,East Sandwich,2537.0,1828.0,1990-09-10
198755,599999.0,3.0,2.0,0.93,East Sandwich,2537.0,2037.0,1998-10-29
198756,527500.0,4.0,2.0,0.57,East Sandwich,2537.0,1428.0,2005-12-09
198762,1950000.0,4.0,6.0,0.86,East Sandwich,2537.0,4726.0,2004-11-10
198763,799000.0,4.0,2.0,1.25,Sandwich,2537.0,2417.0,2008-07-25
198765,1150000.0,4.0,4.0,1.64,East Sandwich,2537.0,4454.0,1996-04-16
198766,939000.0,4.0,3.0,3.71,East Sandwich,2537.0,2772.0,2004-04-30
198768,995000.0,3.0,2.0,0.08,East Sandwich,2537.0,1008.0,1992-04-24
198770,1875000.0,4.0,3.0,0.82,East Sandwich,2537.0,3090.0,2005-11-30
198774,1825000.0,4.0,4.0,0.69,East Sandwich,2537.0,3600.0,2006-12-05
198786,1750000.0,3.0,3.0,0.4,Edgartown,2539.0,3479.0,1998-02-02
198789,1050000.0,2.0,1.0,0.39,Edgartown,2539.0,784.0,2009-03-11
198795,1299999.0,2.0,2.0,1.0,Edgartown,2539.0,1900.0,2022-05-12
198796,1499000.0,4.0,2.0,0.5,Edgartown,2539.0,1500.0,2007-10-05
198798,2200000.0,4.0,3.0,0.72,Edgartown,2539.0,3080.0,2004-03-31
198802,2300000.0,4.0,3.0,0.46,Edgartown,2539.0,2605.0,1994-02-16
198803,1749000.0,3.0,2.0,0.5,Edgartown,2539.0,1443.0,2022-05-11
198806,2995000.0,2.0,1.0,0.16,Edgartown,2539.0,600.0,2002-04-30
198816,8250000.0,5.0,6.0,6.8,Edgartown,2539.0,5100.0,2000-06-29
198818,4200000.0,4.0,4.0,0.18,Edgartown,2539.0,2446.0,2004-01-12
198820,3795000.0,4.0,2.0,3.91,Edgartown,2539.0,2339.0,2008-10-31
198821,5395000.0,4.0,6.0,1.64,Edgartown,2539.0,6477.0,2002-12-16
198822,3450000.0,4.0,4.0,0.49,Edgartown,2539.0,2708.0,1998-10-28
198825,3489000.0,5.0,5.0,0.2,Edgartown,2539.0,3156.0,2004-02-19
198830,995000.0,4.0,4.0,0.56,Falmouth,2540.0,3293.0,2005-06-28
198833,825000.0,3.0,3.0,0.19,Falmouth,2540.0,1910.0,1988-10-27
198834,849995.0,4.0,3.0,0.98,West Falmouth,2540.0,2263.0,1998-08-14
198835,1299000.0,6.0,4.0,0.86,Falmouth,2540.0,2870.0,1992-04-08
198836,14500000.0,4.0,6.0,22.9,Falmouth,2540.0,4244.0,2008-01-15
198837,420000.0,2.0,2.0,25.0,Falmouth,2540.0,1265.0,2007-10-01
198839,2150000.0,4.0,4.0,0.46,Falmouth,2540.0,4700.0,2008-05-16
198842,875000.0,2.0,1.0,0.34,Falmouth,2540.0,1247.0,2004-12-14
198843,1170000.0,5.0,5.0,1.05,Falmouth,2540.0,3200.0,1996-03-04
198844,1100000.0,4.0,3.0,0.35,Falmouth,2540.0,2020.0,1997-05-22
198846,1995000.0,5.0,4.0,0.38,Falmouth,2540.0,3909.0,1997-03-14
198851,1200000.0,4.0,2.0,0.24,Falmouth,2540.0,1830.0,2008-05-01
198853,1350000.0,4.0,3.0,0.42,Falmouth,2540.0,3262.0,1988-04-29
198854,1399000.0,5.0,3.0,0.93,Falmouth,2540.0,2614.0,2007-05-15
198857,2575000.0,5.0,5.0,0.49,Falmouth,2540.0,3816.0,2006-08-08
198917,489000.0,3.0,2.0,0.31,Mashpee,2649.0,1330.0,2012-09-13
198918,555000.0,3.0,2.0,0.35,Mashpee,2649.0,1500.0,1992-11-13
198921,595000.0,3.0,2.0,0.32,Mashpee,2649.0,1572.0,2001-02-12
198927,739000.0,3.0,3.0,0.31,Mashpee,2649.0,2009.0,2002-12-20
198929,959900.0,4.0,3.0,0.6,Fairhaven,2719.0,1800.0,2004-06-01
198930,699900.0,3.0,2.0,0.21,Mashpee,2649.0,1643.0,2008-07-17
198933,799000.0,3.0,2.0,0.43,Osterville,2655.0,1930.0,1997-07-18
198941,1299000.0,4.0,3.0,0.82,Barnstable,2655.0,2656.0,1990-07-01
198947,5195000.0,4.0,4.0,0.91,Vineyard Haven,2568.0,2581.0,2005-06-02
198965,609900.0,4.0,3.0,0.46,Sandwich,2644.0,2037.0,2002-04-26
198991,600000.0,4.0,3.0,0.1,Bourne,2559.0,1750.0,2003-07-31
198997,1499000.0,2.0,2.0,0.27,Sandwich,2563.0,1743.0,2001-10-12
198999,849995.0,2.0,2.0,0.1,Nantucket,2554.0,1030.0,2022-05-30
199000,12750000.0,8.0,8.0,0.45,Nantucket,2554.0,5085.0,2008-01-09
199001,1550000.0,3.0,3.0,0.13,Nantucket,2554.0,2870.0,2006-01-24
199002,2895000.0,3.0,4.0,0.12,Nantucket,2554.0,1700.0,1998-04-01
199010,2250000.0,4.0,3.0,0.49,Nantucket,2554.0,2028.0,2022-05-23
199011,3695000.0,4.0,4.0,2.75,Nantucket,2554.0,2801.0,1989-11-15
199012,5350000.0,6.0,7.0,0.17,Nantucket,2554.0,4747.0,1999-06-11
199014,4495000.0,4.0,4.0,0.11,Nantucket,2554.0,2158.0,2020-08-17
199015,3250000.0,3.0,2.0,0.07,Nantucket,2554.0,1108.0,2007-08-17
199016,3250000.0,4.0,3.0,0.08,Nantucket,2554.0,2136.0,2008-02-29
199018,8795000.0,6.0,9.0,1.27,Nantucket,2554.0,8139.0,2001-10-01
199021,2200000.0,3.0,2.0,1.16,Nantucket,2554.0,1440.0,1995-09-29
199024,3875000.0,3.0,2.0,0.88,Nantucket,2554.0,1818.0,2004-07-08
199026,4099000.0,3.0,3.0,0.72,Nantucket,2554.0,2447.0,2005-04-01
199027,6195000.0,4.0,5.0,0.12,Nantucket,2554.0,2624.0,1999-10-08
199033,4495000.0,5.0,5.0,0.12,Nantucket,2554.0,3824.0,2010-10-21
199035,11900000.0,6.0,6.0,0.44,Nantucket,2554.0,4000.0,1998-06-30
199036,4695000.0,5.0,5.0,0.26,Nantucket,2554.0,2585.0,1993-09-16
199037,4649000.0,4.0,5.0,0.12,Nantucket,2554.0,3919.0,2022-04-26
199041,675000.0,3.0,2.0,0.58,North Falmouth,2556.0,1872.0,1998-04-22
199047,3995000.0,4.0,6.0,0.46,Falmouth,2556.0,3450.0,2002-06-14
199048,6995000.0,5.0,5.0,2.69,North Falmouth,2556.0,7032.0,2000-11-28
199051,1600000.0,4.0,4.0,0.57,Falmouth,2556.0,2746.0,1995-12-04
199052,3399000.0,4.0,4.0,1.26,North Falmouth,2556.0,3518.0,1993-01-06
199055,775000.0,3.0,2.0,0.13,Oak Bluffs,2557.0,1075.0,2004-06-10
199057,775000.0,2.0,1.0,0.22,Oak Bluffs,2557.0,1000.0,1997-10-31
199060,950000.0,3.0,4.0,0.06,Oak Bluffs,2557.0,1320.0,2022-05-27
199061,995000.0,3.0,2.0,0.21,Oak Bluffs,2557.0,1300.0,1999-03-11
199065,1399000.0,2.0,4.0,0.23,Oak Bluffs,2557.0,2189.0,2005-12-01
199072,1499000.0,3.0,4.0,0.29,Oak Bluffs,2557.0,2764.0,2022-05-20
199078,2750000.0,2.0,4.0,0.12,Oak Bluffs,2557.0,3076.0,1999-06-22
199086,1500000.0,4.0,2.0,1.65,Oak Bluffs,2557.0,1552.0,2008-07-25
199088,1795000.0,4.0,3.0,0.28,Oak Bluffs,2557.0,2038.0,2016-11-22
199145,349900.0,2.0,1.0,0.18,Bourne,2559.0,672.0,1995-12-29
199149,425000.0,3.0,1.0,0.22,Pocasset,2559.0,1579.0,1990-08-17
199152,420000.0,3.0,1.0,0.19,Pocasset,2559.0,802.0,2003-05-09
199207,699900.0,3.0,3.0,0.34,Bourne,2562.0,1600.0,1991-05-02
199209,899900.0,3.0,4.0,0.35,Sagamore Beach,2562.0,4616.0,1987-11-24
199225,1200000.0,4.0,6.0,0.88,Sandwich,2563.0,6418.0,1999-01-29
199245,2500000.0,3.0,2.0,4.66,East Falmouth,2536.0,1650.0,1992-12-02
199286,2950000.0,4.0,5.0,0.6,Osterville,2655.0,4190.0,2007-07-24
199298,525000.0,2.0,1.0,0.39,East Falmouth,2536.0,1008.0,1999-06-11
199302,599000.0,4.0,3.0,0.47,East Falmouth,2536.0,2066.0,2000-07-17
199303,879000.0,5.0,3.0,0.84,East Falmouth,2536.0,3172.0,1995-01-04
199309,749000.0,3.0,3.0,0.53,Falmouth,2536.0,2210.0,1988-04-20
199310,699900.0,3.0,3.0,66.0,East Falmouth,2536.0,2492.0,1996-10-03
199312,549000.0,4.0,2.0,0.26,East Falmouth,2536.0,1632.0,1999-03-18
199313,799000.0,3.0,3.0,1.07,East Falmouth,2536.0,2149.0,1999-05-18
199315,899000.0,4.0,2.0,0.32,East Falmouth,2536.0,1564.0,2006-04-05
199318,1199000.0,4.0,3.0,1.18,East Falmouth,2536.0,3968.0,1997-06-30
199319,750000.0,4.0,4.0,0.28,Falmouth,2536.0,1789.0,2005-06-15
199322,675000.0,3.0,2.0,0.23,East Falmouth,2536.0,1138.0,2010-06-08
199325,2950000.0,5.0,6.0,0.65,East Falmouth,2536.0,5166.0,1999-04-27
199346,750000.0,3.0,3.0,0.22,Centerville,2632.0,1631.0,1990-05-01
199355,1595000.0,4.0,4.0,6.98,West Barnstable,2668.0,2600.0,2005-03-01
199364,1575000.0,3.0,6.0,0.41,Sandwich,2563.0,4000.0,2000-05-03
199373,2290000.0,3.0,4.0,0.39,New Seabury,2649.0,3800.0,2002-06-14
199377,549900.0,3.0,2.0,0.34,Mashpee,2649.0,2369.0,2008-12-31
199379,519000.0,3.0,2.0,0.48,Marstons Mills,2648.0,1884.0,2003-06-03
199390,1299000.0,3.0,4.0,0.54,Mashpee,2649.0,4444.0,2003-10-31
199396,459000.0,7.0,6.0,0.09,New Bedford,2740.0,5608.0,2005-03-02
199400,1395000.0,4.0,5.0,1.13,West Barnstable,2668.0,3216.0,1998-07-27
199401,3195000.0,5.0,6.0,3.06,Osterville,2655.0,5721.0,2000-06-23
199405,2399000.0,4.0,4.0,1.02,Centerville,2632.0,3499.0,2004-05-05
199419,1349000.0,2.0,3.0,0.5,Edgartown,2539.0,1900.0,2015-08-07
199423,8250000.0,5.0,6.0,0.44,Edgartown,2539.0,5207.0,2009-05-05
199434,1149000.0,5.0,4.0,1.07,Woods Hole,2540.0,3803.0,1996-11-21
199504,28000000.0,8.0,12.0,1.07,Nantucket,2554.0,8817.0,1986-08-13
199506,2999000.0,4.0,5.0,0.94,Nantucket,2554.0,2510.0,1998-06-01
199507,4995000.0,4.0,4.0,0.09,Nantucket,2554.0,4351.0,1995-11-15
199508,3495000.0,6.0,5.0,1.22,Nantucket,2554.0,5302.0,1992-07-22
199509,23750000.0,6.0,9.0,6.24,Nantucket,2554.0,7609.0,1994-12-02
199510,2500000.0,3.0,2.0,0.62,Nantucket,2554.0,1536.0,1994-10-27
199511,2495000.0,2.0,2.0,0.07,Nantucket,2554.0,850.0,2022-04-15
199514,2900000.0,6.0,2.0,0.05,Nantucket,2554.0,2745.0,1997-11-20
199515,3350000.0,4.0,3.0,0.07,Nantucket,2554.0,1776.0,1987-11-19
199516,3800000.0,5.0,6.0,0.05,Nantucket,2554.0,2350.0,2022-04-29
199518,12450000.0,5.0,9.0,2.38,Nantucket,2554.0,8333.0,2005-12-21
199519,3950000.0,2.0,2.0,0.09,Nantucket,2554.0,1539.0,1997-01-09
199523,5950000.0,9.0,6.0,0.14,Nantucket,2554.0,2881.0,1998-03-31
199524,10950000.0,6.0,6.0,3.17,Nantucket,2554.0,6185.0,2005-09-29
199526,7395000.0,7.0,10.0,1.84,Nantucket,2554.0,6953.0,2002-07-17
199529,3695000.0,5.0,5.0,0.11,Nantucket,2554.0,3516.0,2005-11-10
199530,5450000.0,3.0,5.0,3.15,Nantucket,2554.0,2979.0,2006-03-01
199766,850000.0,3.0,3.0,1.0,Cotuit,2635.0,2820.0,2003-03-14
199799,2399000.0,4.0,4.0,1.24,Marstons Mills,2648.0,3499.0,1998-09-01
199804,489900.0,3.0,2.0,0.33,Mashpee,2649.0,1380.0,2005-10-14
199805,400000.0,3.0,3.0,0.65,Sandwich,2563.0,2332.0,2004-08-25
199813,734999.0,3.0,2.0,0.4,New Seabury,2649.0,2075.0,2002-08-15
199815,1050000.0,3.0,3.0,0.4,Centerville,2632.0,2722.0,1988-04-13
199817,1699000.0,3.0,4.0,0.54,Mashpee,2649.0,4469.0,2001-02-16
199820,749000.0,3.0,4.0,0.46,Marstons Mills,2648.0,1875.0,1992-12-01
199822,1095000.0,3.0,4.0,1.0,Cotuit,2635.0,3440.0,1995-10-16
199825,749900.0,5.0,6.0,1.0,Marstons Mills,2648.0,2400.0,2006-06-08
199828,1125000.0,4.0,3.0,0.13,Mashpee,2649.0,2182.0,1994-07-06
199829,1490000.0,3.0,4.0,0.33,Mashpee,2649.0,2800.0,2005-05-18
199830,2995000.0,5.0,5.0,0.72,Mashpee,2649.0,3750.0,2011-11-22
199832,1950000.0,4.0,4.0,0.37,Mashpee,2649.0,3500.0,2010-03-02
199849,860000.0,3.0,3.0,1.39,Marstons Mills,2648.0,3250.0,2002-04-26
199850,694000.0,4.0,3.0,1.1,Centerville,2632.0,2472.0,2009-12-01
199851,1200000.0,5.0,3.0,1.35,Sandwich,2563.0,3846.0,1995-07-19
199852,675000.0,3.0,2.0,1.0,West Barnstable,2668.0,2088.0,1995-03-27
199863,725000.0,4.0,3.0,0.5,Mashpee,2649.0,2300.0,2007-04-03
199864,639000.0,3.0,2.0,0.62,Mashpee,2649.0,1538.0,1991-05-21
199867,826789.0,5.0,4.0,0.5,Sandwich,2563.0,3178.0,2002-06-28
199871,599000.0,3.0,3.0,1.01,Sandwich,2563.0,1709.0,1989-08-10
199872,609000.0,4.0,2.0,0.3,Mashpee,2649.0,1464.0,1998-06-26
199873,1350000.0,9.0,9.0,0.7,Sandwich,2563.0,4940.0,2007-03-14
199892,749900.0,3.0,3.0,1.0,West Barnstable,2668.0,2024.0,1997-08-22
199899,1649000.0,3.0,3.0,0.46,Sandwich,2563.0,5612.0,2007-02-28
199901,2150000.0,3.0,4.0,0.25,Popponesset,2649.0,3016.0,2004-03-31
199902,649000.0,3.0,2.0,0.38,Centerville,2632.0,2219.0,2000-01-31
199907,673000.0,4.0,2.0,0.35,Mashpee,2649.0,1700.0,2000-07-14
199910,930000.0,2.0,3.0,4.58,New Seabury,2649.0,1816.0,2022-01-18
199927,390000.0,2.0,1.0,0.38,Mashpee,2649.0,960.0,2000-06-30
199928,429000.0,3.0,2.0,0.48,Mashpee,2649.0,1232.0,1996-08-20
199930,460000.0,2.0,1.0,0.58,Mashpee,2649.0,884.0,1991-05-30
199932,759900.0,4.0,3.0,0.64,Forestdale,2644.0,2886.0,2000-08-30
199940,1049900.0,5.0,4.0,0.74,Forestdale,2644.0,4773.0,1996-07-19
199941,1195000.0,3.0,3.0,1.9,Mashpee,2649.0,3427.0,1994-11-21
199943,1099000.0,3.0,3.0,0.4,Sandwich,2563.0,2619.0,2006-05-31
199948,595000.0,3.0,2.0,0.56,Marstons Mills,2648.0,1487.0,2007-04-30
199955,949900.0,2.0,2.0,1.0,West Barnstable,2668.0,1492.0,2006-04-14
199976,964900.0,3.0,3.0,1.0,Marstons Mills,2648.0,2823.0,1997-08-15
199984,649000.0,3.0,3.0,0.39,Centerville,2632.0,2060.0,2007-10-04
199989,689000.0,3.0,2.0,0.29,Mashpee,2649.0,1572.0,2003-06-05
199993,759000.0,4.0,3.0,0.24,New Seabury,2649.0,2177.0,1989-03-29
199995,2295000.0,5.0,7.0,0.5,Mashpee,2649.0,5679.0,2011-11-25
199999,569000.0,4.0,2.0,0.54,Marstons Mills,2648.0,1875.0,1997-11-17
200013,369900.0,3.0,1.0,0.34,Mashpee,2649.0,960.0,2008-02-15
200017,499900.0,3.0,3.0,0.29,Mashpee,2649.0,2124.0,1996-06-21
200023,525000.0,3.0,2.0,0.3,Mashpee,2649.0,1320.0,1990-09-28
200026,549900.0,3.0,2.0,0.56,Mashpee,2649.0,1456.0,2002-05-09
200033,1999999.0,5.0,4.0,1.7,Mashpee,2649.0,5000.0,1993-06-24
200036,619000.0,3.0,2.0,0.37,Barnstable,2632.0,1876.0,1991-05-31
200038,1450000.0,4.0,5.0,1.0,West Barnstable,2668.0,4091.0,1997-06-30
200057,759000.0,2.0,3.0,0.35,Osterville,2655.0,2484.0,2008-07-30
200061,675000.0,3.0,4.0,0.56,Sandwich,2563.0,2788.0,1988-04-29
200066,845000.0,4.0,3.0,0.44,West Barnstable,2668.0,2222.0,2000-08-16
